id,type,mchoice,ans,eword,title,opa,opb,desc
"cnwstqi1644","primary","N","A","叛","叛","丶 丿 一 一 丿 丿 丿 ㇇ ㇏","丶 丿 ㇏ 丿 ㇇ 一 一 丿 丿","叛〈动〉 (形声。从反，半声。本义背叛) 同本义  叛，乱也。--《广雅》 信中涂而叛之。--《楚辞·逢纷》 叛者，反背之辞也。--《左传释例》 侯不朝，兹谓叛。--《汉书·五行志》 叛者五人。--《"
"cnwstqi1645","primary","N","A","送","送","丶 丿 一 一 丿 丶 丶 ㇋ ㇏","丶 丿 一 ㇏ 一 丶 丶 丿 ㇋","送  (会意。小篆字形) 同本义  送，遣也。--《说文》。 送迎无礼。--《荀子·富国》。注致女也。' 又如送嫁(送亲);送娘(方言。送新娘子);送房(结婚之夕，亲友陪送新郎入洞房);送亲(娘家人送"
"cnwstqi1646","primary","N","A","类","类","丶 丿 一 丨 丿 丶 一 丿 ㇏","丶 丿 丿 丿 丶 一 丨 ㇏ 一","类  (形声。从犬，? 同本义  类，种类相似，惟犬最甚。--《说文》 皆守株之类。--《韩非子·五蠹》 无法者以类举。--《荀子·王制》 壹统类。╠《荀子·非十二子》 其负类反伦，不可胜言也。--《"
"cnwstqi1647","primary","N","B","迷","迷","丶 丿 一 丨 ㇏ ㇋ 丿 丶 丶","丶 丿 一 丨 丿 丶 丶 ㇋ ㇏","迷  (形声。从辵，米声。本义迷路;分辨不清) 同本义  迷，惑也。--《说文》 烈风雷雨弗迷。--《书·舜典》 凡夫失其所欲之路，而妄行之，则为迷。--《韩非子·解老》 及行迷之未远。--《离骚》"
"cnwstqi1648","primary","N","A","籽","籽","丶 丿 一 丨 丿 丶 ㇇ 亅 一","丶 丿 一 ㇇ 丨 亅 丿 一 丶","籽  植物的种子  籽植物的子实瓜～。棉花～。萝卜～"
"cnwstqi1649","primary","N","B","娄","娄","丶 丿 一 一 丿 丿 丨 ㇏ 𡿨","丶 丿 一 丨 丿 ㇏ 𡿨 丿 一","娄  物体中空的  娄，空也。--《说文》。段玉裁注凡中空曰娄，今俗语尚如是。'  娄  收敛  莫肯下遣，式居娄骄。--《诗·小雅·角弓》  娄  二十八宿之一，西方白虎七宿的第二宿。有白羊座α、β"
"cnwstqi1650","primary","N","A","前","前","丶 丿 一 丨 𠃌 一 一 丨 亅","丶 丿 一 一 一 丨 丨 𠃌 亅","前〈动〉 (本义前进) 同本义  前，进也。--《广雅》 然而驱之不前，却之不止。--《韩非子·外储说右上》 相如视秦王无意偿赵城，乃前曰。--《史记·廉颇蔺相如列传》 罗敷前致词。--《乐府诗集·陌"
"cnwstqi1651","primary","N","B","首","首","丶 丿 丿 丨 一 𠃍 一 一 一","丶 丿 一 丿 丨 𠃍 一 一 一","首  (象形。金文字形，上面是头发和头皮，用以表示头盖;下面是眼睛，用以代表面部。本义头) 同本义  首，阳也。--《汉书·天文志》 首身离兮心不惩。--《楚辞·九歌·国殇》 愿言思伯，甘心首疾。--"
"cnwstqi1652","primary","N","B","逆","逆","丶 丿 ㇏ 一 丿 丨 ㇋ ㇄ 丶","丶 丿 一 ㇄ 丨 丿 丶 ㇋ ㇏","逆〈动〉 (形声。从辵，屰声。本义迎，迎接，迎着) 同本义  逆，迎也。关东曰逆，关西曰迎。--《说文》 宣公如齐逆女。--《左传·成公十四年》 上卿逆于境。--《国语·周语上》 楚庄王伐郑，郑伯肉袒"
"cnwstqi1653","primary","N","A","兹","兹","丶 丿 一 𠃋 𠃋 丶 𠃋 𠃋 丶","丶 丿 丶 丶 𠃋 𠃋 𠃋 𠃋 一","兹--龟兹'古代西域的国名，唐代征服东突厥时曾在此设郡，旧址在今新疆库东县一带  茲  (形声。据《说文》，从苃，滋省声。本义草木茂盛) 同本义  兹，草木多益也。--《说文》 五藏之气，故色见青如草"
"cnwstqi1654","primary","N","A","总","总","丶 丿 丨 𠃍 一 ㇀ ㇃ 丶 丶","丶 丿 丨 ㇃ 丶 一 ㇀ 𠃍 丶","总  (形声。从糸，悤声。糸是细丝，细丝常聚合成一束，故从糸。本义聚束;系扎) 同本义  总，聚束也。--《说文》 总，结也。--《广雅》 素丝五总。--《诗·召南·羔羊》 总角之宴。--《诗·卫风·"
"cnwstqi1655","primary","N","A","炼","炼","㇀ 丿 丿 丶 一 𠃋 𠃌 丿 丶","㇀ 丿 丶 丶 𠃋 丿 一 丿 𠃌","炼  (形声。从火，柬声。本义提炼) 同本义。用加热等方法使物质溶化并趋于纯净或坚韧  炼，铄冶金也。--《说文》。王筠曰煉鍊同字。' 鍊药瞩虚幌。--江淹《杂体诗·王征君》 公宫令舍之堂，皆以炼铜为"
"cnwstqi1656","primary","N","B","炸","炸","㇀ 丿 一 一 丶 丿 一 丨 丿","㇀ 丿 丿 丶 丿 一 丨 一 一","炸  把食物放在滚沸的油锅中熬熟   将旧金属器物加工，使重现光泽  妹妹的项圈我瞧瞧，只怕该炸一炸去了。--《红楼梦》 炸  指物体突然破裂   又如瓶子炸了;爆炸 用炸药、炸弹爆破   炸（煠）将"
"cnwstqi1657","primary","N","A","烁","烁","㇀ 丿 丿 丶 丿 ㇄ 亅 丿 丶","㇀ 丿 丿 ㇄ 亅 丶 丿 丿 丶","烁  (形声。从火，乐声。本义发光的样子) 同本义  中夜有大流星长数丈，光烁如电。--《新唐书·天文志》 热;烫;烤灼  烁  摇曳;闪烁  其外浅处，紫碧浮映，日光所烁也。--《徐霞客游记》 通铄"
"cnwstqi1658","primary","N","B","炮","炮","㇀ 丿 乚 丶 一 𠃌 丿 𠃍 丿","㇀ 丿 丿 丶 丿 𠃌 𠃍 一 乚","炮   一种烹调方法  用锅等在旺火上急炒  中药制法之一。把药物放在高温铁锅里急炒，使其焦黄爆裂。如炮姜 把物品放在器物上烘烤或焙  炮   (形声。从火，包声。(艰??))本义古烹饪法的一种。用烂"
"cnwstqi1659","primary","N","A","炫","炫","㇀ 丿 丿 丶 丶 一 𠃋 𠃋 丶","㇀ 丿 丶 丶 丿 𠃋 丶 𠃋 一","炫  (形声。从火，玄声。本义晃眼) 同本义  炫，烂耀也。--《说文》 炫光貌。--《埤仓》 炫熿干道。--《战国策·秦策》 大盆盛水，置剑其上，视之者精芒炫目。--《晋书》 又如炫视(目光炫乱);"
"cnwstqi1660","primary","N","B","烂","烂","㇀ 丿 一 丶 一 丿 一 丶 丿","㇀ 丿 丿 丶 丶 丿 一 一 一","烂  (形声。从火，阑声。本义煮烂) 同本义  実，孰也。--《说文》。字亦作爛。 熟而不烂。--《吕氏春秋·本味》 三日三夕不烂。--晋·干宝《搜神记》 又 此儿头不烂。 是必烂也。 三首俱烂。 又"
"cnwstqi1661","primary","N","A","剃","剃","丶 丿 𠃍 一 ㇉ 丨 丿 丨 亅","丶 丿 丨 丨 丿 亅 𠃍 一 ㇉","剃〈动〉 用刀刮去毛发  鬀，剃发也。大人曰髡，小儿曰鬀，尽及身毛曰鬄。--《说文》 后来写作剃' 剃，同鬀。--《广韵》 又如剃胡子;剃汗毛;剃得干净;剃光头;剃削(剃去毛发);剃面;剃工;剃平头;"
"cnwstqi1662","primary","N","B","洼","洼","丶 丶 一 一 一 一 ㇀ 丨 丨","丶 丶 ㇀ 一 丨 一 一 丨 一","洼  (形声。从水，圭声。本义深池) 同本义  竏，深池也。从水，窐声。--《说文》 马生渥洼水中。--《汉书·武帝纪》 似洼者。--《庄子·齐物论》 泽无洼水。--《淮南子·览冥》 又如洼子(低洼存"
"cnwstqi1663","primary","N","B","洁","洁","丶 丶 一 一 丨 𠃍 丨 ㇀ 一","丶 丶 ㇀ 一 丨 一 丨 𠃍 一","洁  (形声。从水，絜声。本义干净，清洁。按洁'和潔'本是不同的两个字。洁'是河流名，后来成为潔'的俗字，现在是潔'的简化字) 同本义  鲜而不垢，洁也。--《管子·水地》 姑洗所以脩洁百物。--《国"
"cnwstqi1664","primary","N","B","洪","洪","丶 丶 一 丶 丨 丿 丨 一 ㇀","丶 丶 ㇀ 一 丨 丨 一 丿 丶","洪〈名〉 (形声。从水，共声。本义大水) 同本义  洪，洚水也。--《说文》 汤汤洪水方割。--《书·尧典》 洪水芒芒。--《诗·商颂·长发》 洪水横流。--《孟子·滕文公上》 又如山洪;防洪;蓄洪;"
"cnwstqi1665","primary","N","A","洒","洒","丶 丶 ㇀ 一 丨 𠃍 丿 ㇄ 一","丶 丶 丿 𠃍 丨 ㇀ 一 ㇄ 一","洒  (形声。从水，西声。本义把水散布在地上) 同本义  洒，滌水也。古文以为灑掃言。--《说文》 洒，濯也。--《字林》 一洒之者也。--《孟子》 洒扫室堂及庭。--《礼记·内则》 又如黎明即起，洒"
"cnwstqi1666","primary","N","A","柒","柒","丶 丶 ㇀ 一 乚 一 丨 丿 ㇏","丶 丶 丿 一 ㇀ 一 乚 丨 ㇏","柒〈数〉 七'的大写  壹、 贰、 叁、 肆、 伍、 陆、 柒、 捌、 玖、 拾， 字书皆有之。--宋·陆游 《老学庵笔记》 柒'七'的大写"
"cnwstqi1667","primary","N","A","浇","浇","丶 丶 ㇀ 一 ㇂ 丿 一 丿 乚","丶 丶 一 丿 乚 ㇂ 丿 ㇀ 一","浇〈动〉 (形声。从水，尧声。本义沃灌，灌溉) 同本义  浇，沃也。--《说文》 有酒唯浇赵州土。--李贺《浩歌》 浇花亦自有时。--欧阳修《洛阳风俗记》 又如浇花(用水灌花);浇溉(灌溉);浇沃(浇"
"cnwstqi1668","primary","N","B","浊","浊","丶 丶 丨 𠃍 一 丶 ㇀ 丨 一","丶 丶 ㇀ 丨 𠃍 一 丨 一 丶","浊  (形声。从水，蜀声。本义浊水) 同本义  浊水出齐郡厉伪山，东北入钜定。--《说文》。今曰北阳水。 源出山东省益都县西南，北流注入小清河 浊  液体浑浊。与清'相对  载清载浊。--《诗·小雅·"
"cnwstqi1669","primary","N","A","洞","洞","丶 丶 ㇀ 丨 𠃌 一 丨 𠃍 一","丶 丶 一 丨 𠃍 丨 ㇀ 𠃌 一","洞  (形声。从水，同声。本义水流急) 同本义  洞，疾流也。--《说文》 幽深  广阔  深  清澈  透彻  洞  窟窿;孔穴  心气内洞。--《素问·四气调神大论》。注洞，谓中空也。' 港洞坑谷"
"cnwstqi1670","primary","N","A","测","测","丶 丶 ㇀ 丨 𠃍 丿 丶 丨 亅","丶 丶 丿 丨 亅 丨 𠃍 丶 ㇀","测  (形声。从水，则声。本义度量水的深浅) 度量;测量  测，深所至也。--《说文》 测土深。--《周礼·大司徒》。注犹度也。' 穷高极远，而深深厚。--《礼记·乐记》。疏知也。' 毋测未至。--《"
"cnwstqi1671","primary","N","A","洗","洗","丶 丶 ㇀ 丿 一 丨 一 丿 乚","丶 丶 丨 一 ㇀ 一 乚 丿 丿","洗  (形声。从水，先声。据甲骨文，上为足形，下为水形。本义用水洗脚) 同本义  洗，洒足也。--《说文》 洗去足垢。--《论衡·讥日》 王方踞床洗。--《汉书·黥布传》。注濯足也。' 沛公方踞床，使"
"cnwstqi1672","primary","N","B","活","活","丶 丶 丨 𠃍 一 丨 一 丿 ㇀","丶 丶 ㇀ 丿 一 丨 丨 𠃍 一","活  (形声。从水，昏声。本义流水声。用本义时读 生存。与死'相对  不我活兮。--《诗·邶风·击鼓》 不可活。--《书·太甲》 民非水火不生活。--《孟子》 巫何活焉?--《楚辞·天问》 又如鱼在水"
"cnwstqi1673","primary","N","B","派","派","丶 丶 丿 𠄌 ㇀ 丿 丿 丿 ㇏","丶 丶 ㇀ 丿 丿 丿 𠄌 丿 ㇏","派〈名〉 (形声。本义水的支流) 同本义  派，别水也。--《说文》 百川派别。--左思《吴都赋》 九派乎浔阳。--郭璞《江赋》 茫茫九派流中国，沉沉一线穿南北。--毛泽东《菩萨蛮·黄鹤楼》 又如九派"
"cnwstqi1674","primary","N","A","洽","洽","丶 丶 ㇀ 丿 ㇏ 一 丨 𠃍 一","丶 丶 ㇏ 一 𠃍 丨 ㇀ 一 丿","洽〈动〉 (形声。从水，合声。本义沾湿，浸润) 同本义  洽，沾也。--《说文》 仁洽道丰。--张衡《东京赋》 是泽南洽而威北畅也。--《汉书·终军传》 内洽五藏。--《淮南子·要略》 又如洽濡(沾湿"
"cnwstqi1675","primary","N","A","染","染","丶 丶 ㇀ 丿 ⺄ 一 丨 丿 ㇏","丶 丶 丿 ㇀ 一 ㇏ 丨 ⺄ 丿","染  (形声。从水，杂声。一说从木、从水、从九。会意。古染料多来源于植物，故从木;染料须加工成液体，故从水;染须反复进行，故从九。本义使布帛等物着色) 同本义  染，以缯为色也。--《说文》 掌染草。"
"cnwstqi1676","primary","N","A","洛","洛","丶 丶 ㇀ 丿 ㇇ ㇏ 丨 𠃍 一","丶 丶 丿 ㇇ 𠃍 ㇀ 一 丨 ㇏","洛〈名〉 (形声。从水，各声。本义水名。指洛水) 同本义  洛，洛水，出左冯翊归德北夷界中，东南入渭。--《说文》 北洛河。发源于陕西省定边县，东南流经志丹、洛川、蒲城等县 洛河发源于陕西省雒南县华山"
"cnwstqi1677","primary","N","A","浏","浏","丶 丶 ㇀ 丶 一 丿 丶 丨 亅","丶 丶 丿 丶 ㇀ 一 丨 亅 丶","浏  通漻'。水深而清澈  溱与洧，浏其清矣。--《诗·郑风·溱有》 如浏如(清澈貌);浏滥(清净而泛滥) 风疾速的样子  白露纷以涂涂兮，秋风浏以萧萧。--《楚辞》 又如浏浏(风疾的样子);浏飙，浏"
"cnwstqi1678","primary","N","B","济","济","丶 丶 ㇀ 丿 一 丨 ㇏ 丿 丶","丶 丶 ㇀ 丶 一 丿 ㇏ 丿 丨","济  (形声。从水，齐声。本义水名，即济水。古四渎之一) 同本义。 济，济水也。出常山房子赞皇山东入沞--《说文》 济水源出赞皇山。--《穆天子传》 阴谷皆入济。--清·姚鼐《登泰山记》 发源于今河南"
"cnwstqi1679","primary","N","B","洋","洋","丶 丶 一 一 ㇀ 一 丶 丿 丨","丶 丶 ㇀ 丶 丿 一 一 一 丨","洋  (形声。从水，羊声。本义古水名) 同本义  洋水 昆仓之丘…洋水出焉，而西南流注于丑涂之水。--《山海经》 又名西乡河。在陕西省南部。源出西乡县星子山，北流合木马河会于西乡县东，东北流注于汉水"
"cnwstqi1680","primary","N","B","洲","洲","丶 丶 丿 ㇀ 丶 ㇀ 丨 丨 丶","丶 丶 ㇀ ㇀ 丿 丶 丨 丶 丨","洲  (形声。从水，州声。洲'本作州'，后人加水以别州县之字。本义水中的陆地) 同本义  关关雎鸠，在河之洲。--《诗·周南·关雎》 又有薮曰云连徒洲。--《国语·楚语》 淮有三洲。--《诗·小雅·鼓"
"cnwstqi1681","primary","N","A","浑","浑","丶 丶 ㇀ ㇀ 乛 一 𠃋 一 丨","丶 丶 ㇀ 乛 ㇀ 𠃋 丨 一 一","浑  (形声。从水，军声。本义大水涌流声) 同本义  浑，水喷涌之声也。--《玉篇》 浑，混流声也。--《说文》 溟海浑瀋涌其后。--《文选·张协·七命》 浑浑若川。--《法言·问神》。注洪流也。'"
"cnwstqi1682","primary","N","B","浓","浓","丶 丶 乛 丿 ㇀ ㇏ 丿 𠄌 ㇀","丶 丶 ㇀ ㇀ 乛 丿 𠄌 丿 ㇏","浓  (形声。从水，农声。本义露多) 同本义  浓，露多也。--《说文》 零露浓浓。--《诗·小雅·蓼萧》 又如浓浓(露多的样子) 稠密;厚;多  浓雾半作。--《徐霞客游记·游黄山记》 那和尚生得浓"
"cnwstqi1683","primary","N","A","津","津","丶 丶 ㇀ 𠃍 一 一 一 一 丨","丶 丶 一 一 ㇀ 𠃍 丨 一 一","津〈名〉 (会意。金文字形，从舟，从淮。淮'表示淮水。泛指一般的河流。船停泊在河旁，用来渡河。本义渡口) 同本义  津，水渡也。--《说文》 又东至于孟津。--《书·禹贡》 自黄河泛舟而渡者，皆为津也"
"cnwstqi1684","primary","N","A","恃","恃","㇀ 丶 丨 一 丨 一 一 亅 丶","㇀ 丶 丨 一 一 丨 一 丶 亅","恃依靠，依赖，倚仗有～无恐。～才傲物"
"cnwstqi1685","primary","N","B","恒","恒","㇀ 丶 一 丨 𠃍 一 一 一 丨","㇀ 丶 丨 一 丨 𠃍 一 一 一","恒  (会意。金文，从心，从月，从二。二'，表示天地。本义永久，永恒) 同本义  恒，常也。--《说文》 恒者，久也。--《易·序卦传》 恒，德之固也。--《易·系辞下传》 无恒安处。--《诗·小雅·"
"cnwstqi1686","primary","N","B","恢","恢","㇀ 丶 ㇀ 丨 丿 丿 丿 ㇏ 一","㇀ 丶 丨 一 丿 ㇀ 丿 丿 ㇏","恢  (形声。从心，灰声。本义志气大;大;广大) 同本义  恢，大也。--《说文》 不恢于夏家。--《左传·襄公四年》 恢郭也。--《公羊传·文公十五年》 配稷契兮恢唐功。--《楚辞·守志》 恢恑谲怪"
"cnwstqi1687","primary","N","A","恍","恍","㇀ 丶 丨 丨 丶 丿 一 丿 乚","㇀ 丶 丶 丨 丿 丿 乚 一 丨","恍  (形声。从心，況省声。字本作恥，亦作慌.本义狂的样子) 同本义  恥，狂之貌。--《说文》 恥，狂也。--《广雅·释诂四》 临风恥兮浩歌。--《楚辞·少司命》 又如恍恍(狂的样子) 昏瞶不明的样"
"cnwstqi1688","primary","N","A","恬","恬","㇀ 丶 丨 丿 一 丨 丨 𠃍 一","㇀ 丶 𠃍 丨 一 一 丨 丨 丿","恬〈形〉 (形声。从心，甜省声。本义安静) 同本义 (表示心境的安静，平静) 恬，安也。--《说文系传》 恬，静也。--《广雅》 恬淡寡欲。--曹丕《与吴质书》 恬然自安。--唐·白居易《琵琶行(并序"
"cnwstqi1689","primary","N","B","恤","恤","㇀ 丶 一 丨 𠃍 丨 丨 丿 丨","㇀ 丶 丨 丿 丨 𠃍 丨 丨 一","恤  (形声。从心，血声。本义忧虑) 同本义  恤，忧也。--《说文》 勿恤其孚。--《易·泰》 不印自恤。--《书·大诰》 告而忧恤。--《诗·大雅·桑柔》 不恤国事。--王安石《答司马谏议书》 所"
"cnwstqi1690","primary","N","B","恰","恰","㇀ 丶 一 丨 ㇏ 丿 丨 一 𠃍","㇀ 丶 丨 丿 ㇏ 一 丨 𠃍 一","恰〈副〉 (形声。从心，合声。本义用心) 同本义  恰，用心也。--《说文新附》 又如恰恰(用心的样子) 才，刚刚  岂;难道  恰 〈形〉 适当;正好  恰是湘妃泪尽时。--贾岛《赠人斑竹柱杖》 野"
"cnwstqi1691","primary","N","A","恼","恼","㇀ 丶 丨 丶 一 丿 丶 ㇄ 丨","㇀ 丶 丶 丿 丨 ㇄ 丨 一 丶","恼  (形声。从心，惱声。本义恼恨;生气;发怒) 同本义  任汝恼弟示，任汝恼姨舅。--唐·卢仝《寄男抱孙》 他呆子着了恼的人，张开嘴…被行者轻轻的提将出来。--《西游记》 又如恼聒(烦恼，恼恨);恼"
"cnwstqi1692","primary","N","B","恨","恨","㇀ 丶 一 一 丿 𠃍 丨 ㇏ 𠄌","㇀ 丶 丨 𠃍 一 一 𠄌 丿 ㇏","恨〈动〉 (形声。从心，艮声。本义怀恨在心，怨恨) 同本义  恨，怨也。--《说文》 今财亡民罢，莫不怨恨。--《国语·周语下》 役夫敢申恨。--唐·杜甫《兵车行》 恨贯肌骨。--唐·李朝威《柳毅传》"
"cnwstqi1693","primary","N","A","举","举","丶 丶 丿 一 丿 ㇏ 一 一 丨","丶 丶 ㇏ 一 一 丿 丿 一 丨","举  (形声。小篆字形，从手，舉声。本义双手托物) 同本义  举，对举也。--《说文》 举，擎也。--《广韵》 其坚不能自举也。--《庄子·逍遥游》 举所佩玉玦。--《史记·项羽本纪》 又如举桉(桉同"
"cnwstqi1694","primary","N","B","觉","觉","丶 丶 乚 乛 丨 𠃍 ㇀ 丿 丿","丶 丶 丿 ㇀ 乛 丨 𠃍 丿 乚","觉〈动〉  睡醒  觉，悟也。从见，寃省声。--《说文》 上欲起贤，未觉。--《汉书·董卓传》 觉而之渐台。--《汉书·邓通传》 又如觉卧(觉醒时和寝卧时);觉寤(睡醒);觉寝(自睡中觉醒) 通挍'、"
"cnwstqi1695","primary","N","B","宣","宣","丶 ㇀ 一 一 一 一 乛 丨 𠃍","丶 ㇀ 乛 一 丨 𠃍 一 一 一","宣  (形声。从宀，亘声。宀'与房屋有关。一说据甲骨文为云气舒卷自如之象。本义帝王的宫殿) 古代帝王的大室，古宫室名  宣，天子宣室也。--《说文》。按，当训大室也。与宽略同。 武王破纣牧野，杀之于宣"
"cnwstqi1696","primary","N","B","宦","宦","丶 ㇀ 一 丨 乛 𠃍 ㇄ 丨 一","丶 ㇀ 乛 一 丨 𠃍 一 丨 ㇄","宦  (会意。从宀，表示与家庭房屋有关。从臣。臣'本奴隶∠起来的意思是家室奴仆。本义做奴隶主或帝王的奴仆) 同本义  与范蠡人宦于吴。--《国语·越语》。注为臣隶也。' 又如宦女(服务于宫中的女奴)"
"cnwstqi1697","primary","N","B","室","室","丶 ㇀ 丶 一 一 丨 一 乛 𠃋","丶 ㇀ 乛 一 𠃋 丶 一 丨 一","室  (会意。从宀从至。人到屋中就停止了。本义内室) 同本义  室，实也。--《说文》。段注古者前堂后室。释名曰室，实也，人物实满其中也。' 上古穴居而野处，后世圣人易之以宫室，古者宫室贵贱同称。--"
"cnwstqi1698","primary","N","A","宫","宫","丶 ㇀ 乛 丨 𠃍 一 丨 𠃍 一","丶 ㇀ 𠃍 一 一 丨 丨 𠃍 乛","宫  (象形。甲骨文字形，象房屋形。在穴居野处时代也就是洞窟。外围象洞门，里面的小框框象彼此连通的小窟，即人们居住的地方。本义古代对房屋、居室的通称(秦、汉以后才特 指帝王之宫)) 同本义  宫，室也"
"cnwstqi1699","primary","N","A","宪","宪","丶 ㇀ 乛 丿 一 丨 一 丿 乚","丶 ㇀ 丨 乛 乚 一 丿 一 丿","宪  (会意。从心，从目，害省声。心、目并用。本义敏捷) 同本义  宪，敏也。--《说文》 博闻多能曰宪。--《周书·谥法》 喜乐的样子  天之方难，无然宪宪。--《诗·大雅》 又如宪宪(欣欣。喜悦的"
"cnwstqi1700","primary","N","B","突","突","丶 ㇀ 丿 丿 ㇏ 一 乛 丶 丶","丶 ㇀ 乛 丿 丶 一 丿 ㇏ 丶","突〈动〉 (会意。从穴，从犬。本义犬从洞穴中突然窜出) 狗从穴中突然而出  突，犬从穴中暂出也。--《说文》。徐锴系传犬匿于穴中伺人，人不意之，突然而出也。' 是犹以韟而御騛突。--《汉书·刑法志》。"
"cnwstqi1701","primary","N","A","穿","穿","丶 ㇀ 乛 丿 丶 一 𠃋 亅 丿","丶 ㇀ 一 丶 乛 𠃋 丿 丿 亅","穿〈动〉 (会意。从牙，从穴。牙在穴中，表示穿通的意思。本义穿通，穿破) 同本义  穿，通也。--《说文》 何以穿我墉。--《诗·召南·行露》 何以穿我屋。 强弩之末，势不能穿鲁缟。--《三国志·诸葛"
"cnwstqi1702","primary","N","B","窃","窃","丶 ㇀ 𠄌 一 丿 乛 丶 丿 𠃌","丶 ㇀ 乛 丿 丶 一 𠄌 𠃌 丿","窃  (会意。 从米，以米为穴，意为虫在穴中偷米吃，是会意字。本义偷) 同本义  窃，盗自中出曰窃。--《说文》 敝舆而欲窃之。--《墨子·公输》 凡窃木者有刑罚。--《周礼·山虞》 小臣窃。--《礼"
"cnwstqi1703","primary","N","A","客","客","丶 ㇀ 乛 丿 ㇇ ㇏ 丨 𠃍 一","丶 ㇀ 丿 ㇇ 丨 乛 一 𠃍 ㇏","客〈动〉 (形声。从宀，表示与家室房屋有关，各声。本义寄居;旅居，住在异国他乡) 同本义  客，寄也。--《说文》。段注字从各，异词也。故自此托彼曰客。引申之曰宾客。' 念乡人有客于泾阳者。--唐·李"
"cnwstqi1704","primary","N","A","诫","诫","丶 ㇊ 一 一 丿 丨 ㇂ 丿 丶","丶 ㇊ 丨 一 ㇂ 丶 丿 丿 一","诫  (形声。从言，戒声。本义告诫，警告) 同本义  誡，敕也。--《说文》 前车覆，后车诫。--《汉书》 规劝  宾临终，诫其二子速侯、回题，令善事帝。--《北史》 诫  警诫  发诫布令而敌退。-"
"cnwstqi1705","primary","N","A","冠","冠","㇀ 乛 一 一 丿 乚 一 亅 丶","㇀ 乛 一 亅 一 一 乚 丿 丶","冠〈名〉 (会意。从冖'(用布帛蒙覆。从元'(人头)，从寸'(手)。意思是手拿布帛之类的制品加在人的头上，即冠'。本义帽子) 同本义  冠，弁冕之总名也。--《说文》 冠至尊也。--《礼记·问丧》 缁"
"cnwstqi1706","primary","N","A","诬","诬","丶 ㇊ 一 丨 丿 丶 丿 丶 一","丶 ㇊ 丶 一 丶 丿 丿 丨 一","诬  欺骗  因为诬上，卒从吏议。--司马迁《报任安书》 佞誉诬谀。--唐·柳宗元《柳河东集》 又如诬禄(假冒有功而受禄) 无中生有，捏造事实害人  诬善之人，其辞游。--《易·系辞》 诬守纳己赇。-"
"cnwstqi1707","primary","N","B","语","语","丶 ㇊ 一 丨 𠃍 一 一 丨 𠃍","丶 ㇊ 一 丨 𠃍 一 丨 𠃍 一","语  (形声。从言，吾声。本义谈论;议论;辩论) 同本义  语，论也。--《说文》 于时语语。--《诗·大雅·公刘》。传论难曰语。' 旦日，卒中往往语。--《史记》 子不语怪、力、乱、神。--《论语·"
"cnwstqi1708","primary","N","A","扁","扁","丶 𠃍 一 丿 丨 𠃌 一 丨 丨","丶 𠃍 丨 𠃌 丨 一 丨 丿 一","扁  (会意。从户，从册。本义在门户上题字) 同本义  扁，署也。--《说文》 六曰署书是也。--《秦书八体》 又如扁表(题门表彰)  犹撇嘴。人生气时嘴巴的表情  看走了样(含轻视鄙夷的意思)  扁"
"cnwstqi1709","primary","N","A","袄","袄","丶 ㇇ 丨 丿 丶 丿 一 丿 ㇏","丶 ㇇ 丿 丶 丿 ㇏ 一 丿 丨","袄  (形声。从衣，夭声。本义有衬里的上衣) 皮衣之类的御寒衣服 身上穿着银红撇花半旧大袄。--《红楼梦》 又如皮袄;袄子(棉袄的俗称) 泛指上衣。如棉袄;夹袄 袄（襖）有衬里的上衣棉～。皮～。夹～"
"cnwstqi1710","primary","N","A","祖","祖","丶 ㇇ 丨 丶 丨 𠃍 一 一 一","丶 ㇇ 丶 丨 一 𠃍 丨 一 一","祖  (形声。从示，且。从示'与祭祀、宗庙有关。本义祖庙) 同本义  祖，始庙也。--《说文》。段注始兼二义，新庙为始，远庙亦为始。' 左祖右社。--《周礼·考工记·匠人》 受终于文祖。--《书·舜典"
"cnwstqi1711","primary","N","A","神","神","丶 ㇇ 丨 丶 丨 𠃍 一 一 丨","丶 ㇇ 丨 𠃍 一 丶 丨 一 丨","神  (会意。从示申。申'是天空中闪电形，古人以为闪电变化莫测，威力无穷，故称之为神。本义神灵) 传说中的天神，即天地万物的创造者或主宰者  神，天神引出万物者也。--《说文》 以祀天神。--《周礼·"
"cnwstqi1712","primary","N","A","祝","祝","丶 ㇇ 丨 丶 丨 𠃍 一 丿 乚","丶 ㇇ 丶 丨 𠃍 乚 丿 丨 一","祝  (会意。甲骨文字形，象一个人跪在神前拜神、开口祈祷。从示，从儿口。儿'是古文人'字。本义男巫，祭祀时主持祝告的人，即庙祝) 同本义  祝，祭主赞词者。--《说文》 兑为口为巫。--《易》。按，祝"
"cnwstqi1713","primary","N","B","祠","祠","丶 ㇇ 𠃌 一 丶 一 丨 𠃍 丨","丶 ㇇ 丨 丶 𠃌 一 丨 𠃍 一","祠  (形声。从示，司声。本义春祭) 同本义  春祭曰祠，品物少，多文辞也。--《说文》 仲春之月祠不用牺牲，用圭璧及皮币。--《礼记·月令》 供奉鬼神、祖先或先贤的庙堂  祠，神祠也。--《汉书·陈"
