id,type,mchoice,ans,eword,title,opa,opb,opc,opd,desc
"cnwpyqi0605","primary","N","A","进","进","jìn","yù","","","进  (会意。甲骨文字形，上面是隹'，象小鸟形，下面是止'(趾)。鸟脚只能前进不能后退，故用以表示前进。本义前进，与退'相对) 同本义  进，登也。--《说文》 巽为进退。--《易·说卦》 进退维谷。"
"cnwpyqi0606","primary","N","B","戒","戒","liè","jiè","","","戒  (会意。小篆字形，上面是戈'，下面象两只手(即廾')。两手持戈，表示戒备森严。本义警戒，戒备) 同本义  戒，警也。--《说文》 岂不日戒。--《诗·小雅·采薇》 以三年之戒。--《礼记·曾子问"
"cnwpyqi0607","primary","N","A","吞","吞","tūn","yù","","","吞〈动〉 (形声。从口，天声。本义咽下) 同本义  吞，咽也。--《说文》 吞舟大鱼也。--《后汉书·杜笃传》注 吞长江。--宋·范仲淹《岳阳楼记》 与风水相吞吐。--宋·苏轼《石钟山记》 气吞万里如"
"cnwpyqi0608","primary","N","A","远","远","yuǎn、yuàn","lí","","","远  (形声。从辵，袁声。本义走路走得长) 同本义  远，辽也。--《说文》 远，遐也。--《尔雅》 屏之远方。--《礼记·王制》。注九州之外也。' 柔远人也。--《礼记·中庸》 穷高极远。--《礼记"
"cnwpyqi0609","primary","N","B","违","违","cuó","wéi","","","违  (形声。从辵，韦声。本义离开;背离) 同本义  违，离也。--《说文》 违，远也。--《尔雅》 中心有违。--《诗·邶风·谷风》。传离也。' 薄违农父。--《书·酒诰》 虽信美而无礼兮，来违弃而"
"cnwpyqi0610","primary","N","B","韧","韧","bā","rèn","","","韧  (形声。从韦，刃声。韦，熟牛皮。本义柔软而结实，受外力作用时虽变形而不易折断) 同本义  故凡用兵者，攻坚则韧，乘暇则神。--《管子·制分》 韧劲，韧劲儿 韧（韌、靭）柔软而结实～性。坚～"
"cnwpyqi0611","primary","N","B","运","运","gǔ","yùn","","","运  (会意。从辵，军声。本义运行;运转;转动) 同本义  運，移徙也。--《说文》 日、月运行。--《易·系辞》 日运为躔，月运为逡。--《方言》。注犹行也。' 是鸟也，海运。--《庄子·逍遥游》。"
"cnwpyqi0612","primary","N","A","扶","扶","fú","mí","","","扶〈动〉 (形声。从手，夫声。从手'，表示与手的动作有关。本义搀扶) 同本义  危而不持，颠而不扶，则将焉用彼相矣?--《论语·季氏》 车至门扶。--《战国策·卫策》。注扶，谓下车。' 遂扶以下。--"
"cnwpyqi0613","primary","N","B","抚","抚","pì","fǔ","","","扶〈动〉 (形声。从手，夫声。从手'，表示与手的动作有关。本义搀扶) 同本义  危而不持，颠而不扶，则将焉用彼相矣?--《论语·季氏》 车至门扶。--《战国策·卫策》。注扶，谓下车。' 遂扶以下。--"
"cnwpyqi0614","primary","N","A","坛","坛","tán","suí、duò","","","坛〈名〉 (形声。从土，亶声。本义土筑的高台，用于祭祀、会盟等) 同本义  坛，祭坛场也。--《说文》。除地曰场，曰墠，于墠筑土曰坛。坛无不墠，而墠有不坛。 为三坛同墠。--《书·金縢》。马注坛，土堂"
"cnwpyqi0615","primary","N","A","技","技","jì","chóu","","","技  (形声。从手，支声。本义技艺，技巧，才艺) 同本义  技，巧也。--《说文》 尚技而贱车。--《礼记·坊记》。注犹艺也。' 无他抚。--《大学》 他技，奇巧异端也。--《公羊传·文公十二年》注"
"cnwpyqi0616","primary","N","B","坏","坏","pàn","huài","","","坏  (形声。从土，褱声。古代建筑物主要以土建造，故从土'。本义倒塌(指建筑物遭到破坏)。按古代坏'与壞'是音义都不相同的两个字。坏'，，是个从土、不声的形 声字，指未烧过的砖瓦、陶器'。现在壞'简化"
"cnwpyqi0617","primary","N","A","抠","抠","kōu","xiān、xiǎn","","","抠  (形声。从手，区声。本义抓，提) 同本义  使数人抠耳，力掀举之。--《聊斋志异·大力将军》 又如抠衣(提起衣服前襟。表示对人恭敬);抠迎(抠衣迎接);抠裳(抠衣);抠请(抠衣延请) 挖  抠眼"
"cnwpyqi0618","primary","N","A","扰","扰","rǎo","làng","","","扰  (形声。从手，擾省声。本义搅扰;扰乱) 同本义  扰，扰乱也。--《玉篇》 各有攸处，德用不扰。--《左传·襄公四年》 秦失其道，豪杰并扰。--《史记·太史公自序》 当农桑时，以役事扰民者，举正"
"cnwpyqi0619","primary","N","B","扼","扼","shè","è","","","扼  (形声。从手，厄声。本义抓住;掐住) 同本义  搤，捉也。--《说文》 力扼虎，射命中。--《汉书·李陵传》 搤其喉而不得进。--《后汉书·荀彧传》 不搤其亢。--《汉书·娄敬传》 搤熊罴。--"
"cnwpyqi0620","primary","N","B","拒","拒","xù","jù","","","拘  (形声。从手，巨声。本义抵御，抵抗) 同本义  其不可者拒之。--《论语》 拒敌也。--《荀子·仲尼》注 内以固城，外以拒难。--《荀子·君道》 又如拒御(抵御);拒敌(抵御敌人;匹敌，比得上)"
"cnwpyqi0621","primary","N","B","找","找","zuò","zhǎo","","","找  (会意。从手，从戈。像用手拾戈。本义觅取，寻求) 同本义  这可丢了!往那里找去?--《红楼梦》 退有余，把超过应收的钱物退还  补不足  当下先秤了一半船钱，那一半直待到县时找足。--《警世通"
"cnwpyqi0622","primary","N","B","批","批","mò","pī","","","批〈动〉 (形声。从手，比声。本义反手打) 同本义  引申为打、攻击  贵) 引申为刺入  依乎天理，批大鄐，导大竨。--《庄子》 批示。用钢笔或铅笔在纸上或其他材料上写指示  已批的公文);批子(支"
"cnwpyqi0623","primary","N","B","址","址","pí","zhǐ","","","址  (形声。从土，止声。字本从阜，止声。本义地基，基部) 同本义  阯，基也。从阜，止声，或从土。--《说文》 禅泰山下阯。--《汉书·郊祀志》。注阯者，山之基足。' 丰墙峭阯。--《汉书·太元大》"
"cnwpyqi0624","primary","N","B","扯","扯","lǚ","chě","","","扯  (形声。从手，奢声。扯是撦'的俗字。本义撕裂) 拉，牵引  撕  零买  拔起  谈话，多指漫无边际的谈话  扯  ①拉拉拉～～。 ②撕；撕下把贴在墙上的报纸～下来。 ③无边际地闲谈～闲篇、东拉"
"cnwpyqi0625","primary","N","A","走","走","zǒu","zhuī","","","走  (会意。金文字形象摆动两臂跑步的人形，下部象人脚∠起来表示人在跑。本义跑) 同本义  走，趋也。--《说文》 来朝走马。--《诗·大雅·緜》 某将走见。--《仪礼·士相见礼》 险其走。--《左传"
"cnwpyqi0626","primary","N","B","抄","抄","xiù","chāo","","","抄  (形声。从手，少声。本义叉取) 同本义  掠取，抢掠  抄写  搜查并没收  而抄捕南海馆之报忽至。--清·梁启超《谭嗣同传》 又如抄籍(抄没并登记归公);抄没(查抄没收) 从侧面绕过去  两手"
"cnwpyqi0627","primary","N","A","贡","贡","gòng","bàn","","","贡  (形声。从贝，工声。本义进贡，把物品进献给朝廷) 同本义  贡，献功也。--《说文》 贡，上也。--《释言》 贡，献也。--《广雅》 尔贡包茅不入。--《左传·僖公四年》 以令地贡。--《周礼·"
"cnwpyqi0628","primary","N","A","汞","汞","gǒng","yǐn、yìn","","","汞  本义一种有毒的银白色一价和二价重金属元素，它是常温下唯一的液体金属，游离存在于自然界并存在于辰砂、甘汞及其他几种矿中。常常用焙烧辰砂和冷凝汞蒸气的方法制取 汞，它主要用于科学仪器(电学仪器、控制"
"cnwpyqi0629","primary","N","B","坝","坝","tǒng","bà","","","坝  (形声。从土，霸声。本义堤坝) 截河拦水的堤堰。堤坝  其河自西坝至东坝十六里有余。--单锷《吴中水利书》 又如队;坝埽;顺坝 堤岸  平地  君家水茄白银色，殊胜坝里紫彭亨。--黄庭坚《谢杨履"
"cnwpyqi0630","primary","N","B","攻","攻","wèng","gōng","","","攻  (形声。从攴，工声。本义进攻，攻打) 同本义(与守'相对)  攻，击也。--《说文》 攻灵公于桃园。--《左传·宣公二年》 宽则两军相攻。--《战国策·秦策》 以此攻城，何城不克?--《左传·僖"
"cnwpyqi0631","primary","N","A","赤","赤","chì","bèng","","","赤  (会意。甲骨文，从大(人)从火。人在火上，被烤得红红的。一说大火'为赤。本义火的颜色，即红色) 同本义  赤，南方色也。--《说文》 赤者，火色也。--《书·洪范·五行传》 其色赤。--《素问·"
"cnwpyqi0632","primary","N","A","折","折","shé、zhē、zhé","xiào","","","折〈动〉  断而犹连  使断成两截(如在变形应力或张应力下)  别太使劲，不然绳子就要折了 生意亏损  折    倒过来倒过去  只管把果子折在一个碟子里，端着就走。--《红楼梦》 又如开水太烫，拿两"
"cnwpyqi0633","primary","N","B","抓","抓","jiǎn","zhuā","","","抓  (形声。从手，爪声。本义搔) 同本义  杜诗韩集愁来读，似倩麻姑痒处抓。--唐·杜牧《读韩杜集》 又如抓挠(用指甲或轻或重地抓搔);抓心(形容心里焦急得难受) 用手或爪取物  夫十围之木，始生而"
"cnwpyqi0634","primary","N","A","扳","扳","bān","guī","","","扳  (形声。从手，反声。本义拉，引) 拉;引;拨动  日扳仲永环谒于邑人。--宋·王安石《伤仲永》 又如扳罾(拉罾网捕鱼);扳倒(用力拧转使之倒翻;翻倒);扳闸 扭转;背转  帝谓能丰己，故扳公议立"
"cnwpyqi0635","primary","N","B","抡","抡","lán","lūn、lún","","","抡  挥动或挥舞  那后生抡着棒又赶入来。--《水浒全传》 又如抡打(挥舞);抡大铁锤;抡荤的(说下流话) 任意浪费家财  猛拉  抡动  抡动他的手臂 抡眉竖目  所以即使是同伴之间，往往因为一句有"
"cnwpyqi0636","primary","N","B","扮","扮","gè","bàn","","","扮  (形声。从手，分声。(蝦??))本义握，并) 打扮，装扮  鲁智深、武松扮作行脚僧。--《征四寇传》 又如扮作客人;扮女人;扮相;扮戏子(化妆演戏的人) 装出   扮 1.握持。 2.合并。 扮"
"cnwpyqi0637","primary","N","A","抢","抢","qiǎng、qiāng、chēng","bì","","","抢  撞;碰;触  飞抢榆枋支遁。--《庄子·逍遥游》。注突也' 抢，刺也。--《汉书·扬雄传》注 以头抢地。--《战国策·魏策》 抢呼欲绝。--《聊斋志异·促织》 又如抢地(碰触地面。指叩头求饶);"
"cnwpyqi0638","primary","N","B","孝","孝","gé","xiào","","","孝  (形声。从老省，从子。本义尽心奉养和服从父母) 同本义  孝，善事父母者。--《说文》 孝利亲也。--《墨子经》 子爱利亲谓之孝。--《贾子道术》 慈惠爱亲为孝。协时肇享为孝、五宗安之曰孝，秉德"
"cnwpyqi0639","primary","N","A","坎","坎","kǎn","hān","","","坎  (形声。从土，欠声。本义坑，穴) 同本义  坎，陷也。--《说文》 坎者，陷也。--《易·序卦》 其坎深不至于泉。--《礼记·檀弓下》 钁其城为坎以先登。--《资治通鉴·唐纪》 凿地为坎。--东"
"cnwpyqi0640","primary","N","A","均","均","jūn","tóng、tòng","","","均  (形声。从土，匀声。匀'亦兼表字义∠起来指土地分配均平。本义均匀;公平) 同本义  均，平也。--《说文》 乃均土地。--《周礼·小司徒》 土均。--《周礼·序官·均人》 大夫不均。--《诗·小"
"cnwpyqi0641","primary","N","B","抑","抑","bào","yì","","","抑  (本写作归'。会意。小篆字形，象用手抑人使跽。本义按，向下压) 同本义  抑之欲其奥。--唐·柳宗元《柳河东集》 又如抑按(按压);抑首(按其首);抑搔(按摩抓搔);抑扬(按下与上举) 抑制"
"cnwpyqi0642","primary","N","A","抛","抛","pāo","gāng","","","拋  (形声。本义丢弃) 同本义  管儿不作供奉儿，抛在东都双鬓丝。--唐·元稹《琵琶歌》 纸片抛落。--《聊斋志异·促织》 又如抛漾(抛弃);抛撒(抛弃;脱落;洒落);抛撇(抛开;撇弃);抛官(辞官"
"cnwpyqi0643","primary","N","B","投","投","jǐn","tóu","","","投〈动〉 (会意。从手，从殳。殳，古兵器∠起来表示手拿兵器投掷。本义投掷) 同本义  投，擿(掷)也。--《说文》 受其书而投之。--《左传·昭公五年》 投我以桃。--《诗·大雅·柳》 毋投与狗骨。-"
"cnwpyqi0644","primary","N","B","坟","坟","jù","fén","","","坟  (形声。从土，贲声。本义大防) 同本义 坟，大防。--《尔雅·释丘》 坟莫大于河坟。--《尔雅释地》 遵彼汝坟。--《诗·周南·汝坟》。传大防也。' 注或曰河坟，汝坟、淮坟也。' 土堆  崇坟夷"
"cnwpyqi0645","primary","N","A","坑","坑","kēng","wān","","","坑〈名〉 (形声。从土，亢声。本义地面上凹下去的地方) 同本义  坑，堑也，壑也。--《玉篇》 或被坑水冲淹。--《广东军务记》 又如刨个坑;挖坑;坑阱(泛指深坑);坑坎(指地面高低不平;洼地;坑穴)"
"cnwpyqi0646","primary","N","B","抗","抗","wù","kàng","","","抗〈动〉 (形声。从手，亢声。本义抵抗，抵御) 同本义  抗，扦也。--《说文》 抗，御也。--《小尔雅·广言》 抗木横一缩。--《仪礼·既夕礼》 非抗于九国之师也。--汉·贾谊《过秦论》 又如抗木("
"cnwpyqi0647","primary","N","B","坊","坊","zhōng","fāng、fáng","","","坊〈名〉 (形声。从土，方声。本义城市中街市里巷的通称) 古代把一个城邑划分为若干区，通称为坊  两京及州县之郭内为坊，郊外为村。--《唐元典》 坊隅众人，慌忙拢来。--《水浒传》 又如坊隅(街巷，街"
"cnwpyqi0648","primary","N","B","抖","抖","wú","dǒu","","","抖  (形声。从手，斗声。本义抖擞) 振动;甩动  颤动，哆嗦  把隐讳的事情揭露出来  振作  抖起精神 讽刺人突然得势或生活水平突然提高  讽刺或骂人耍威风  抖  ①使振动～～雨衣。 ②哆嗦全身"
"cnwpyqi0649","primary","N","B","护","护","jīng、jìng","hù","","","护  (形声。从言，蒦声。本义保卫;保护) 同本义  吏护还之乡。--唐·柳宗元《童区寄传》 吾欲护汝。--明·魏禧《大铁椎传》 从我杀贼护家室。--清·邵长蘅《青门剩稿》 贯铁絙护之。 又如护队(行"
"cnwpyqi0650","primary","N","A","壳","壳","ké、qiào","zhuó","","","壳    壳    蠃蚌脱壳。-- 又如躯壳;甲壳;地壳;金蝉脱壳;介壳;外壳;躯壳;枳壳 壳（殻） ⒈坚硬的外皮螺蛳～。鸭蛋～儿。荔枝～儿。 ⒉见。 壳（殼） ⒈坚硬的外皮皮～。地～。甲～"
"cnwpyqi0651","primary","N","A","志","志","zhì","zhuān","","","志  (形声。从心，士声。战国文字，从心之，之亦声。意为心愿所往。本义志气，意愿心之所向，未表露出来的长远而大的打算) 同本义  志，意也。--《说文》 志，德义之府也。--《国语·晋语》 夫志，气之"
"cnwpyqi0652","primary","N","A","块","块","kuài","mǐn","","","块  (形声。从土，鬼声。字本作剆'，是个会意字，表示土块装在筐器之中◇来写作塳'，变成了形声字，现在简化为块'。本义土块) 同本义  剆，墣也。从土，一屈象形。--《说文》。张舜徽注凵象盛土之器，而"
"cnwpyqi0653","primary","N","A","扭","扭","niǔ","jì","","","扭 〈动〉 (形声。从手，丑声。本义用手拧) 同本义  揪住  大众见他二人扭在一起。--《官场现形记》 又如扭殴(揪打);扭拽(拉扯);扭拽(揪住);扭搜(硬挤) 扭动;亿  只消把腰儿扭一扭就过去"
"cnwpyqi0654","primary","N","B","声","声","yá","shēng","","","声  (形声。从耳，殸声。殸'是古乐器磬'的本字，耳'表示听。本义声音;声响) 同本义  声，音也。--《说文》 感于物而动，故形于声。--《礼记·乐记》 声依永律和声。--《虞书》 凡声阳也。--《"
"cnwpyqi0655","primary","N","B","把","把","mán","bǎ、bà","","","把  (形声。从手，巴声 。本义握持;执) 同本义  把，握也。--《说文》 其拱把而上者。--《庄子·人间世》 拱把之桐梓。--《孟子》。注以一手把之也。' 汤自把铖以伐昆吾。--《史记·殷本纪》"
"cnwpyqi0656","primary","N","B","报","报","jiā","bào","","","报  (会意。从帇，从阜，金文字形，左边象刑具形，即帇(楮??))'。右象手按人使之跽跪意，即阜'。组合在一起表示治人罪之意。本义断狱，判决罪人) 同本义  辟报故不穷审。--《汉书·胡建传》 报囚。"
"cnwpyqi0657","primary","N","A","拟","拟","nǐ","tuǒ","","","拟  (形声。从手，以声。本义揣度，猜测) 同本义  拟，度也。--《说文》 行止而拟度焉。--《周礼·射人》注 拟之而后言，议之而后动。--《易·系辞上》 先生说的可单是拟题?--《儒林外史》 又如"
"cnwpyqi0658","primary","N","B","却","却","nán","què","","","却  (形声。本作却'，俗字作却'。从卩，谷声。卩，象人下跪的样子，即腿骨节屈曲的样子。从卩'与脚的活动有关。本义退) 同本义  却，节欲也。--《说文》。按退也'。 却行仄行。--《考工记·梓人》"
"cnwpyqi0659","primary","N","B","抒","抒","tiě","shū","","","抒  (形声。从手，予声。本义舀出) 同本义  抒，挹也。--《说文》 汲出谓之抒。--《通俗文》 抒，取也。--《苍颉篇》 或舂或揄。--《诗·大雅·生民》。毛传揄，抒臼也。' 表达;发泄  以辞抒"
"cnwpyqi0660","primary","N","B","劫","劫","náo","jié","","","劫  (会意。从力，去声。本义以强力使对方欲去而不得) 威胁;威逼  劫，人欲去，以力胁止，曰劫。--《说文》 劫之以众。--《礼记·儒行》 已珉欲以齐秦劫魏。--《战国策·秦策》 故口可劫而使墨云。"
"cnwpyqi0661","primary","N","B","芙","芙","liáng、liàng","fú","","","芙 (形声。从苃，夫声。芙蕖荷花的别名。本义芙蓉荷花的别名) 同本义  芙蓉覆水，秋兰被涯。--《文选·张衡·东京赋》   芙蓉   芙蓉出水  谢诗如芙蓉出水，斯言颇近 芙  ⒈ 【芙蓉】 ①'木芙"
"cnwpyqi0662","primary","N","A","芜","芜","wú","chè","","","芜  (形声。从苃，无声。本义土地不耕种而荒废) 同本义  田甚芜，仓甚虚。--《老子》 田彼南山，芜秽不治。--杨恽《报孙会宗书》 田园将芜。--晋·陶渊明《归去来兮辞》 又如芜荒(荒芜);芜绝(荒"
"cnwpyqi0663","primary","N","B","苇","苇","shǎn","wěi","","","苇  (形声。从苃，韦声。本义芦苇) 同本义  苇，大葭也。--《说文》 震为萑苇。--《易·说卦》 又如苇车(简陋的柴车);苇杖(蒲鞭，用以施轻刑的草鞭子);苇索(一种用蒲苇编结而成的绳索。古代于年"
"cnwpyqi0664","primary","N","A","芽","芽","yá","āi","","","芽  (形声。从苃，牙声。本义尚未发育成长的枝、叶或花的雏体) 同本义  芽，萌芽也。--《说文》。段注古多以牙为芽。' 芽，孽也。--《广雅·释草》 遂令黄泉下，萌芽夭句尖。--韩愈《苦寒诗》 二月"
"cnwpyqi0665","primary","N","A","花","花","huā","wěng","","","花   同本义   草木花的总称  百卉含蘤。--《汉书·张衡传》。注蘤，古花字也。经传皆以华为之。'  菊垂今秋花，石戴古车辙。--杜甫《北征》  一丛深色花，十户中人赋。--白居易《买花》  如花"
"cnwpyqi0666","primary","N","B","芹","芹","nián","qín","","","芹〈名〉 芹菜  芹，楚葵也。--《说文》 即今之水芹菜》 言采其芹。--《诗·小雅·采菽》 薄采其芹。--《诗·鲁颂·泮水》 菜之美者，云梦之芹。--《吕氏春秋·本味》 芹菹兔醢。--《周礼·醢人》"
"cnwpyqi0667","primary","N","A","芥","芥","gài、jiè","dān","","","芥  (形声。从苃，介声。本义蔬菜名。即芥菜') 同本义 芥，芥菜也。--《说文》 天地之行，芥苦味也。--《春秋繁露》 脍，春用葱，秋用芥。--《礼记·内则》 又如芥子(芥菜的种子。颗淋小，可榨油或"
"cnwpyqi0668","primary","N","B","芬","芬","xīn","fēn","","","芬〈名〉 (会意。从苃，从分，分亦声。本义香气) 同本义  芬，草初生其香分布也。--《说文》 芬，芬香也。--《广雅》 天地之行分、苦味也。--《春秋繁露》 苾苾芬芬。--《诗·小雅·信南山》 芬馥"
"cnwpyqi0669","primary","N","B","苍","苍","jù","cāng","","","苍  (形声。从苃，仓声。本义草色) 同本义，引申为青黑色  苍，草色也。--《说文》 苍，青也。--《广雅》 在色为苍。--《素问·阴阳应象大论》。注谓薄青色。' 彼苍者天。--《诗·秦风·黄鸟》"
"cnwpyqi0670","primary","N","B","芳","芳","dài、tái","fāng","","","芳〈名〉 (形声。从苃，方声。本义花草) 同本义  野芳发而幽香。--宋·欧阳修《醉翁亭记》 又如芳芷(香草名);芳苓(芳荃。香草名);芳草(香草) 香气  芳，草香也。--《说文》 芳菲菲其弥章。-"
"cnwpyqi0671","primary","N","A","严","严","yán","kōu","","","严  同本义  事严，虞不敢请。--《孟子·公孙丑下》 又如严急(犹危急;紧急);严行(急行);严鼓(急鼓，急促的鼓声) 严厉;严肃  诛严不为戾。--《韩非子·五蠹》 严限追比。--《聊斋志异·促织"
"cnwpyqi0672","primary","N","A","芦","芦","lú、lǔ","lěi","","","芦  (形声。从苃，眗声。本义草名。芦菔) 芦菔，似芜菁。今作萝卜  芦，芦菔也。--《说文》。段注今之萝卜也。' 芜菁，共紫华者谓之芦菔。--《方言》三 又如芦萹(莱菔的别名。又名萝卜) 芦苇  地"
"cnwpyqi0673","primary","N","B","芯","芯","qín","xīn、xìn","","","芯〈名〉 灯心草茎中的髓，俗称灯芯'  家有千金，不添双芯，俭之积也。--光绪年修《黄岩县志》 另见豸??餇 芯铁  芯线  芯  物体的中心部分  芯子  蜡烛芯子 芯 ⒈物体的中心部分矿～。岩～。"
"cnwpyqi0674","primary","N","A","劳","劳","láo","kān","","","劳  (会意。小篆字形，上面是焱，即焰'的本字，表示灯火通明;中间是冖'字，表示房屋;下面是力'，表示用力。夜间劳作。本义努力劳动;使受辛苦) 同本义  是犹推舟于陆地，劳而无功。--《庄子》 或劳心"
"cnwpyqi0675","primary","N","B","克","克","yíng","kè","","","克  (象形。甲骨文字形，下面象肩形。整个字形，象人肩物之形。本义胜任) 同本义  克，肩也。--《说文》。按，以肩任物曰克。物高于肩，故从高省，下象肩形。古文亦象肩形。 佛时仔肩。--《诗·周颂·敬"
"cnwpyqi0676","primary","N","A","芭","芭","bā","qǐn","","","芭   (形声。巴声。本义①香草名。②芭蕉)  古书上说的一种香草   传芭兮代舞。--《楚辞·九歌·礼魂》  芭蕉   乘兴书芭叶，闲来入豆房。--段成式《赠诸上人》  又如芭叶(芭蕉的叶片);芭蕉"
"cnwpyqi0677","primary","N","A","苏","苏","sū、sù","shù","","","苏  (形声。从苃，稣声。从苃，与植物有关。本义植物名，即紫苏) 同本义  的种子。可以入药、榨油) 柴草  樵苏脂烛，莫非种植之物也。--《颜氏家训》 须状下垂的饰物  金车玉作轮，踯躅青骢马，流苏"
"cnwpyqi0678","primary","N","A","杆","杆","gān、gǎn","méi","","","杆〈名〉 (形声。从木，干声。本义木名。即檀木'。一说为柘树) 杆子  杆  杆子，器物上像棍子的细长部分  作杠杆、把手或支承用的狭长的、通常有相当硬度的木条  兵器，盾牌  杆，古作干，俗加木。-"
"cnwpyqi0679","primary","N","A","杠","杠","gàng、gāng","lì","","","杠  (形声。从木，工声。本义床前横木) 同本义  床，其杠，北燕、朝鲜之间谓之树，自关而西，秦 晋之间谓之杠。--《方言》 杠，床前横木也。--《说文》 指旗杆  素锦绸杠。--《尔雅·释天》 比较"
"cnwpyqi0680","primary","N","A","杜","杜","dù","lún","","","杜  (形声。从木，土声。本义杜梨，棠梨，一种木本植物) 同本义  杜，甘棠也。--《说文》。按牡曰棠，牝曰杜。' 杜树大者插五枝。--《齐民要术》 姓 杜  堵塞  杜，塞也。--《小尔雅·广诂》"
"cnwpyqi0681","primary","N","A","材","材","cái","tǒng","","","材  (形声。从木，才声。本义木材，木料) 同本义  材，木梃也。--《说文》 五曰材贡。--《周礼·太宰》 驾而乘材。--《国语·晋语》。注横木也。' 无所取材。--《论语》。郑注无所取于桴材。'"
"cnwpyqi0682","primary","N","B","村","村","quē","cūn","","","村  (形声。从邑，屯声。本义村庄) 同本义  邨，地名。--《说文》。徐铉曰今俗作村。' 村中闻有此人，咸来问讯。--陶潜《桃花源记》 僵卧孤村不自哀。--宋·陆游《十一月四日风雨大作》 环村居者皆"
"cnwpyqi0683","primary","N","A","杖","杖","zhàng","nuò","","","杖  (形声。从木，丈声。本义执;持) 同本义  杖，持也。--《说文》 王左杖黄钺。--《书·牧誓》 杖剑从之。--《汉书·韩信传》 杖斧。--《汉书·武帝纪》 又如杖斧(持斧以为威权);杖楫(持杖"
"cnwpyqi0684","primary","N","B","杏","杏","tà","xìng","","","杏  木名。杏树  杏，杏果也。从木，可省声。--《说文》。按，尚省声。 五沃之土，其木宜杏。--《管子》 孔子游缁帷之林，坐杏坛之上。--《庄子》 桃李梅杏，楂梨姜桂。--《礼记·内则》 又如杏苑("
"cnwpyqi0685","primary","N","B","杉","杉","gāng","shā、shān","","","杉   义同杉'，用于杉篙'杉木' 杉篙  杉〈名〉 亦称沙木'，杉木'，杉树'  白蚁的桅较少。供建筑、桥梁、造纸、造船等用。如水杉;红杉;紫杉 杉 ⒈树名。如杉木、杉篙等。 杉 ⒈"
"cnwpyqi0686","primary","N","A","巫","巫","wū","jiān","","","巫  (象形。据甲骨文，象古代女巫所用的道具。小篆象女巫两袖舞形。本义古代称能以舞降神的人) 同本义  巫，祝也。女能事无形，以舞降神者也。--《说文》 一驼背巫。--《聊斋志异·促织》 巫从旁望空。"
"cnwpyqi0687","primary","N","A","极","极","jí","suì","","","极  (形声。从木，亟声。本义房屋的正梁) 同本义  榦，栋也。--《说文》。按，在屋之正中至高处。 万载宫极。--《汉书·天文志》 有夫妻臣妾登极。--《庄子·则阳》。司马注屋栋也。' 茂初在广汉，"
"cnwpyqi0688","primary","N","B","李","李","gēng","lǐ","","","李〈名〉 (形声。从木，子声。本义李树) 同本义。落叶乔木，春天开白色花，果实叫李子，熟时黄色或紫红色，可吃  李，李果也。--《说文》 北山有李。--《诗·小雅·南山有台》 又如李下瓜田(容易引起嫌"
"cnwpyqi0689","primary","N","B","杨","杨","zhèn、zhēn","yáng","","","杨  (形声。从木，? 杨柳科杨属植物的泛称  杨，杨木也。--《说文》 杨，蒲柳。--《尔雅》 杨与柳别。杨，枝劲脆而短，叶圆阔而尖;柳，叶长而狭，枝软而韧。--清·朱骏声《说文通训定声》 落叶乔木"
"cnwpyqi0690","primary","N","A","求","求","qiú","shì","","","求  (《说文》以求'为裘'之古文。省衣，象形。金文与战国古文作求'。本是裘衣'的裘'。古人皮衣一般毛朝外，所以甲骨文在衣'字外加毛。表示裘衣。本义皮 衣) 裘'的古字。皮衣  乐正求。--《汉书》"
"cnwpyqi0691","primary","N","B","甫","甫","suān","fǔ","","","甫〈名〉 (象形。甲骨文字形，象田中有菜苗之形。金文字形，变为从田父声的形声字。本义苗) 中国古代对男子的美称。多用于表字之后  甫，男子美称也。--《说文》 保兹天子，生仲山甫。--《诗·大雅·丞民"
"cnwpyqi0692","primary","N","B","匣","匣","xuàn","xiá","","","匣  (形声。从匚，甲声。匚，盛物器。本义匣子) 同本义，一般呈方形，大的叫箱，小的叫匣  匣，匮也。--《说文》 匣，箱匣也。--《广韵》 废藏在室匣中者。--《汉书·王莽传》。注匮也。' 赐东园画"
"cnwpyqi0693","primary","N","A","更","更","gēng、gèng","zhēn","","","更  (形声。从攴，更'的小篆形是个形声字。丙声。 本义改变) 同本义  更，改也。--《说文》 更也，人皆仰之。--《论语·子张》 更爵洗。--《仪礼·大射仪》 更皮币。--《礼记·月令》 更姓改物"
"cnwpyqi0694","primary","N","A","束","束","shù","yì","","","束  (会意。从囗木。在木上加圈，象用绳索把木柴捆起来。本义捆绑) 同本义  束，缚也。--《说文》 束帛戋戋。--《易·贲》。子夏传五匹为束。' 束帛俪皮。--《仪礼·士冠礼》。注十端也。' 贿荀偃"
"cnwpyqi0695","primary","N","B","吾","吾","fén","wú、yù","","","吾  (形声。从口，五声。本义我) 同本义  吾，我自称也。--《说文》 吾，我也。--《尔雅·释诂》 愿吾子之教之也。--《仪礼·士冠礼》 吾将镇之以无名之朴。--《老子》 莫吾知兮。--《楚词·屈"
"cnwpyqi0696","primary","N","A","豆","豆","dòu","zhù","","","莣豆  (象形。甲骨文字形，形似高脚盘，或有盖『字部首之一，从豆'的字或与食器有关。或与豆类有关。本义古代一种盛食物的器皿) 同本义。形似高足盘，或有盖。新石器时代晚期开始出现，盛行于商周时，多陶制，"
