seq,word,Unicode,pinyin
0742/3500,呛,U+545B,qiāng，qiàng
0743/3500,吻,U+543B,wěn
0744/3500,吹,U+5439,chuī
0745/3500,呜,U+545C,wū
0746/3500,吭,U+542D,háng，kēng
0747/3500,吧,U+5427,bā，ba
0748/3500,邑,U+9091,yì
0749/3500,吼,U+543C,hǒu
0750/3500,囤,U+56E4,dùn，tún
0751/3500,别,U+522B,bié，biè
0752/3500,吮,U+542E,shǔn
0753/3500,岖,U+5C96,qū
0754/3500,岗,U+5C97,gāng，gǎng
0755/3500,帐,U+5E10,zhàng
0756/3500,财,U+8D22,cái
0757/3500,针,U+9488,zhēn
0758/3500,钉,U+9489,dīng，dìng
0759/3500,牡,U+7261,mǔ
0760/3500,告,U+544A,gào
0761/3500,我,U+6211,wǒ
0762/3500,乱,U+4E71,luàn
0763/3500,利,U+5229,lì
0764/3500,秃,U+79C3,tū
0765/3500,秀,U+79C0,xiù
0766/3500,私,U+79C1,sī
0767/3500,每,U+6BCF,měi
0768/3500,兵,U+5175,bīng
0769/3500,估,U+4F30,gū，gù
0770/3500,体,U+4F53,tī，tǐ
0771/3500,何,U+4F55,hé
0772/3500,佐,U+4F50,zuǒ
0773/3500,佑,U+4F51,yòu
0774/3500,但,U+4F46,dàn
0775/3500,伸,U+4F38,shēn
0776/3500,佃,U+4F43,diàn
0777/3500,作,U+4F5C,zuō，zuò
0778/3500,伯,U+4F2F,bǎi，bó
0779/3500,伶,U+4F36,líng
0780/3500,佣,U+4F63,yōng，yòng
0781/3500,低,U+4F4E,dī
0782/3500,你,U+4F60,nǐ
0783/3500,住,U+4F4F,zhù
0784/3500,位,U+4F4D,wèi
0785/3500,伴,U+4F34,bàn
0786/3500,身,U+8EAB,shēn
0787/3500,皂,U+7682,zào
0788/3500,伺,U+4F3A,cì，sì
0789/3500,佛,U+4F5B,fó，fú
0790/3500,囱,U+56F1,cōng
0791/3500,近,U+8FD1,jìn
0792/3500,彻,U+5F7B,chè
0793/3500,役,U+5F79,yì
0794/3500,返,U+8FD4,fǎn
0795/3500,余,U+4F59,yú
0796/3500,希,U+5E0C,xī
0797/3500,坐,U+5750,zuò
0798/3500,谷,U+8C37,gǔ
0799/3500,妥,U+59A5,tuǒ
0800/3500,含,U+542B,hán
0801/3500,邻,U+90BB,lín
0802/3500,岔,U+5C94,chà
0803/3500,肝,U+809D,gān
0804/3500,肛,U+809B,gāng
0805/3500,肚,U+809A,dǔ，dù
0806/3500,肘,U+8098,zhǒu
0807/3500,肠,U+80A0,cháng
0808/3500,龟,U+9F9F,guī，jūn，qiū
0809/3500,甸,U+7538,diàn
0810/3500,免,U+514D,miǎn
0811/3500,狂,U+72C2,kuáng
0812/3500,犹,U+72B9,yóu
0813/3500,狈,U+72C8,bèi
0814/3500,角,U+89D2,jiǎo，jué
0815/3500,删,U+5220,shān
0816/3500,条,U+6761,tiáo
0817/3500,彤,U+5F64,tóng
0818/3500,卵,U+5375,luǎn
0819/3500,灸,U+7078,jiǔ
0820/3500,岛,U+5C9B,dǎo
0821/3500,刨,U+5228,bào，páo
0822/3500,迎,U+8FCE,yíng
0823/3500,饭,U+996D,fàn
0824/3500,饮,U+996E,yǐn，yìn
0825/3500,系,U+7CFB,jì，xì
0826/3500,言,U+8A00,yán
0827/3500,冻,U+51BB,dòng
0828/3500,状,U+72B6,zhuàng
0829/3500,亩,U+4EA9,mǔ
0830/3500,况,U+51B5,kuàng
0831/3500,床,U+5E8A,chuáng
0832/3500,库,U+5E93,kù
0833/3500,庇,U+5E87,bì
0834/3500,疗,U+7597,liáo
0835/3500,吝,U+541D,lìn
0836/3500,应,U+5E94,yīng，yìng
0837/3500,这,U+8FD9,zhè
0838/3500,冷,U+51B7,lěng
0839/3500,庐,U+5E90,lú
0840/3500,序,U+5E8F,xù
0841/3500,辛,U+8F9B,xīn
0842/3500,弃,U+5F03,qì
0843/3500,冶,U+51B6,yě
0844/3500,忘,U+5FD8,wàng
0845/3500,闰,U+95F0,rùn
0846/3500,闲,U+95F2,xián
0847/3500,间,U+95F4,jiān，jiàn
0848/3500,闷,U+95F7,mēn，mèn
0849/3500,判,U+5224,pàn
0850/3500,兑,U+5151,duì
0851/3500,灶,U+7076,zào
0852/3500,灿,U+707F,càn
0853/3500,灼,U+707C,zhuó
0854/3500,弟,U+5F1F,dì
0855/3500,汪,U+6C6A,wāng
0856/3500,沐,U+6C90,mù
0857/3500,沛,U+6C9B,pèi
0858/3500,汰,U+6C70,tài
0859/3500,沥,U+6CA5,lì
0860/3500,沙,U+6C99,shā，shà
0861/3500,汽,U+6C7D,qì
0862/3500,沃,U+6C83,wò
0863/3500,沦,U+6CA6,lún
0864/3500,汹,U+6C79,xiōng
0865/3500,泛,U+6CDB,fàn
0866/3500,沧,U+6CA7,cāng
0867/3500,没,U+6CA1,méi，mò
0868/3500,沟,U+6C9F,gōu
0869/3500,沪,U+6CAA,hù
0870/3500,沈,U+6C88,shěn
0871/3500,沉,U+6C89,chén
0872/3500,沁,U+6C81,qìn
0873/3500,怀,U+6000,huái
0874/3500,忧,U+5FE7,yōu
0875/3500,忱,U+5FF1,chén
0876/3500,快,U+5FEB,kuài
0877/3500,完,U+5B8C,wán
0878/3500,宋,U+5B8B,sòng
0879/3500,宏,U+5B8F,hóng
0880/3500,牢,U+7262,láo
0881/3500,究,U+7A76,jiū
0882/3500,穷,U+7A77,qióng
0883/3500,灾,U+707E,zāi
0884/3500,良,U+826F,liáng
0885/3500,证,U+8BC1,zhèng
0886/3500,启,U+542F,qǐ
0887/3500,评,U+8BC4,píng
0888/3500,补,U+8865,bǔ
0889/3500,初,U+521D,chū
0890/3500,社,U+793E,shè
0891/3500,祀,U+7940,sì
0892/3500,识,U+8BC6,shí，zhì
0893/3500,诈,U+8BC8,zhà
0894/3500,诉,U+8BC9,sù
0895/3500,罕,U+7F55,hǎn
0896/3500,诊,U+8BCA,zhěn
0897/3500,词,U+8BCD,cí
0898/3500,译,U+8BD1,yì
0899/3500,君,U+541B,jūn
0900/3500,灵,U+7075,líng
0901/3500,即,U+5373,jí
0902/3500,层,U+5C42,céng
0903/3500,屁,U+5C41,pì
0904/3500,尿,U+5C3F,niào，suī
0905/3500,尾,U+5C3E,wěi，yǐ
0906/3500,迟,U+8FDF,chí
0907/3500,局,U+5C40,jú
0908/3500,改,U+6539,gǎi
0909/3500,张,U+5F20,zhāng
0910/3500,忌,U+5FCC,jì
0911/3500,际,U+9645,jì
0912/3500,陆,U+9646,liù，lù
0913/3500,阿,U+963F,ā，ē
0914/3500,陈,U+9648,chén
0915/3500,阻,U+963B,zǔ
0916/3500,附,U+9644,fù
0917/3500,坠,U+5760,zhuì
0918/3500,妓,U+5993,jì
0919/3500,妙,U+5999,miào
0920/3500,妖,U+5996,yāo
0921/3500,姊,U+59CA,zǐ
0922/3500,妨,U+59A8,fáng
0923/3500,妒,U+5992,dù
0924/3500,努,U+52AA,nǔ
0925/3500,忍,U+5FCD,rěn
0926/3500,劲,U+52B2,jìn，jìng
0927/3500,矣,U+77E3,yǐ
0928/3500,鸡,U+9E21,jī
0929/3500,纬,U+7EAC,wěi
0930/3500,驱,U+9A71,qū
0931/3500,纯,U+7EAF,chún
0932/3500,纱,U+7EB1,shā
0933/3500,纲,U+7EB2,gāng
0934/3500,纳,U+7EB3,nà
0935/3500,驳,U+9A73,bó
0936/3500,纵,U+7EB5,zòng
0937/3500,纷,U+7EB7,fēn
0938/3500,纸,U+7EB8,zhǐ
0939/3500,纹,U+7EB9,wén
0940/3500,纺,U+7EBA,fǎng
0941/3500,驴,U+9A74,lǘ
0942/3500,纽,U+7EBD,niǔ
0943/3500,奉,U+5949,fèng
0944/3500,玩,U+73A9,wán
0945/3500,环,U+73AF,huán
0946/3500,武,U+6B66,wǔ
0947/3500,青,U+9752,qīng
0948/3500,责,U+8D23,zé
0949/3500,现,U+73B0,xiàn
0950/3500,玫,U+73AB,méi
0951/3500,表,U+8868,biǎo
0952/3500,规,U+89C4,guī
0953/3500,抹,U+62B9,mā，mǒ，mò
0954/3500,卦,U+5366,guà
0955/3500,坷,U+5777,kē，kě
0956/3500,坯,U+576F,pī
0957/3500,拓,U+62D3,tà，tuò
0958/3500,拢,U+62E2,lǒng
0959/3500,拔,U+62D4,bá
0960/3500,坪,U+576A,píng
0961/3500,拣,U+62E3,jiǎn
0962/3500,坦,U+5766,tǎn
0963/3500,担,U+62C5,dān，dàn
0964/3500,坤,U+5764,kūn
0965/3500,押,U+62BC,yā
0966/3500,抽,U+62BD,chōu
0967/3500,拐,U+62D0,guǎi
0968/3500,拖,U+62D6,tuō
0969/3500,者,U+8005,zhě
0970/3500,拍,U+62CD,pāi
0971/3500,顶,U+9876,dǐng
0972/3500,拆,U+62C6,chāi
0973/3500,拎,U+62CE,līn
0974/3500,拥,U+62E5,yōng
0975/3500,抵,U+62B5,dǐ
0976/3500,拘,U+62D8,jū
0977/3500,势,U+52BF,shì
0978/3500,抱,U+62B1,bào
0979/3500,拄,U+62C4,zhǔ
0980/3500,垃,U+5783,lā
0981/3500,拉,U+62C9,lā，lá
0982/3500,拦,U+62E6,lán
0983/3500,幸,U+5E78,xìng
0984/3500,拌,U+62CC,bàn
0985/3500,拧,U+62E7,níng，nǐng，nìng
0986/3500,拂,U+62C2,fú
0987/3500,拙,U+62D9,zhuō
0988/3500,招,U+62DB,zhāo
0989/3500,坡,U+5761,pō
0990/3500,披,U+62AB,pī
0991/3500,拨,U+62E8,bō
0992/3500,择,U+62E9,zé，zhái
0993/3500,抬,U+62AC,tái
0994/3500,拇,U+62C7,mǔ
0995/3500,拗,U+62D7,ào，niù
0996/3500,其,U+5176,qí
0997/3500,取,U+53D6,qǔ
0998/3500,茉,U+8309,mò
0999/3500,苦,U+82E6,kǔ
1000/3500,昔,U+6614,xī
1001/3500,苛,U+82DB,kē
1002/3500,若,U+82E5,ruò
1003/3500,茂,U+8302,mào
1004/3500,苹,U+82F9,píng
1005/3500,苗,U+82D7,miáo
1006/3500,英,U+82F1,yīng
1007/3500,苟,U+82DF,gǒu
1008/3500,苑,U+82D1,yuàn
1009/3500,苞,U+82DE,bāo
1010/3500,范,U+8303,fàn
1011/3500,直,U+76F4,zhí
1012/3500,茁,U+8301,zhuó
1013/3500,茄,U+8304,jiā，qié
1014/3500,茎,U+830E,jīng
1015/3500,苔,U+82D4,tāi，tái
1016/3500,茅,U+8305,máo
1017/3500,枉,U+6789,wǎng
1018/3500,林,U+6797,lín
1019/3500,枝,U+679D,zhī
1020/3500,杯,U+676F,bēi
1021/3500,枢,U+67A2,shū
1022/3500,柜,U+67DC,guì，jǔ
1023/3500,枚,U+679A,méi
1024/3500,析,U+6790,xī
1025/3500,板,U+677F,bǎn
1026/3500,松,U+677E,sōng
1027/3500,枪,U+67AA,qiāng
1028/3500,枫,U+67AB,fēng
1029/3500,构,U+6784,gòu
1030/3500,杭,U+676D,háng
1031/3500,杰,U+6770,jié
1032/3500,述,U+8FF0,shù
1033/3500,枕,U+6795,zhěn
1034/3500,丧,U+4E27,sāng，sàng
1035/3500,或,U+6216,huò
1036/3500,画,U+753B,huà
1037/3500,卧,U+5367,wò
1038/3500,事,U+4E8B,shì
1039/3500,刺,U+523A,cī，cì
1040/3500,枣,U+67A3,zǎo
1041/3500,雨,U+96E8,yǔ
1042/3500,卖,U+5356,mài
1043/3500,郁,U+90C1,yù
1044/3500,矾,U+77FE,fán
1045/3500,矿,U+77FF,kuàng
1046/3500,码,U+7801,mǎ
1047/3500,厕,U+5395,cè
1048/3500,奈,U+5948,nài
1049/3500,奔,U+5954,bēn，bèn
1050/3500,奇,U+5947,jī，qí
1051/3500,奋,U+594B,fèn
1052/3500,态,U+6001,tài
1053/3500,欧,U+6B27,ōu
1054/3500,殴,U+6BB4,ōu
1055/3500,垄,U+5784,lǒng
1056/3500,妻,U+59BB,qī
1057/3500,轰,U+8F70,hōng
1058/3500,顷,U+9877,qǐng
1059/3500,转,U+8F6C,zhuǎn，zhuàn
1060/3500,斩,U+65A9,zhǎn
1061/3500,轮,U+8F6E,lún
1062/3500,软,U+8F6F,ruǎn
1063/3500,到,U+5230,dào
1064/3500,非,U+975E,fēi
1065/3500,叔,U+53D4,shū
1066/3500,歧,U+6B67,qí
1067/3500,肯,U+80AF,kěn
1068/3500,齿,U+9F7F,chǐ
1069/3500,些,U+4E9B,xiē
1070/3500,卓,U+5353,zhuó
1071/3500,虎,U+864E,hǔ
1072/3500,虏,U+864F,lǔ
1073/3500,肾,U+80BE,shèn
1074/3500,贤,U+8D24,xián
1075/3500,尚,U+5C1A,shàng
1076/3500,旺,U+65FA,wàng
1077/3500,具,U+5177,jù
1078/3500,味,U+5473,wèi
1079/3500,果,U+679C,guǒ
1080/3500,昆,U+6606,kūn
1081/3500,国,U+56FD,guó
1082/3500,哎,U+54CE,āi
1083/3500,咕,U+5495,gū
1084/3500,昌,U+660C,chāng
1085/3500,呵,U+5475,hē
1086/3500,畅,U+7545,chàng
1087/3500,明,U+660E,míng
1088/3500,易,U+6613,yì
1089/3500,咙,U+5499,lóng
1090/3500,昂,U+6602,áng
1091/3500,迪,U+8FEA,dí
1092/3500,典,U+5178,diǎn
1093/3500,固,U+56FA,gù
1094/3500,忠,U+5FE0,zhōng
1095/3500,呻,U+547B,shēn
1096/3500,咒,U+5492,zhòu
1097/3500,咋,U+548B,zǎ，zé，zhā
1098/3500,咐,U+5490,fù
1099/3500,呼,U+547C,hū
1100/3500,鸣,U+9E23,míng
1101/3500,咏,U+548F,yǒng
1102/3500,呢,U+5462,ne，ní
1103/3500,咄,U+5484,duō
1104/3500,咖,U+5496,gā，kā
1105/3500,岸,U+5CB8,àn
1106/3500,岩,U+5CA9,yán
1107/3500,帖,U+5E16,tiē，tiě，tiè
1108/3500,罗,U+7F57,luó
1109/3500,帜,U+5E1C,zhì
1110/3500,帕,U+5E15,pà
1111/3500,岭,U+5CAD,lǐng
1112/3500,凯,U+51EF,kǎi
1113/3500,败,U+8D25,bài
1114/3500,账,U+8D26,zhàng
1115/3500,贩,U+8D29,fàn
1116/3500,贬,U+8D2C,biǎn
1117/3500,购,U+8D2D,gòu
1118/3500,贮,U+8D2E,zhù
1119/3500,图,U+56FE,tú
1120/3500,钓,U+9493,diào
1121/3500,制,U+5236,zhì
1122/3500,知,U+77E5,zhī
1123/3500,迭,U+8FED,dié
1124/3500,氛,U+6C1B,fēn
1125/3500,垂,U+5782,chuí
1126/3500,牧,U+7267,mù
1127/3500,物,U+7269,wù
1128/3500,乖,U+4E56,guāi
1129/3500,刮,U+522E,guā
1130/3500,秆,U+79C6,gǎn
1131/3500,和,U+548C,hé，hè，hú，huó，huò，huo
1132/3500,季,U+5B63,jì
1133/3500,委,U+59D4,wěi
1134/3500,秉,U+79C9,bǐng
1135/3500,佳,U+4F73,jiā
1136/3500,侍,U+4F8D,shì
1137/3500,岳,U+5CB3,yuè
1138/3500,供,U+4F9B,gōng，gòng
1139/3500,使,U+4F7F,shǐ
1140/3500,例,U+4F8B,lì
1141/3500,侠,U+4FA0,xiá
1142/3500,侥,U+4FA5,jiǎo，yáo
1143/3500,版,U+7248,bǎn
1144/3500,侄,U+4F84,zhí
1145/3500,侦,U+4FA6,zhēn
1146/3500,侣,U+4FA3,lǚ
1147/3500,侧,U+4FA7,cè
1148/3500,凭,U+51ED,píng
1149/3500,侨,U+4FA8,qiáo
1150/3500,佩,U+4F69,pèi
1151/3500,货,U+8D27,huò
1152/3500,侈,U+4F88,chǐ
1153/3500,依,U+4F9D,yī
1154/3500,卑,U+5351,bēi
1155/3500,的,U+7684,de，dī，dí，dì
1156/3500,迫,U+8FEB,pǎi，pò
1157/3500,质,U+8D28,zhì
1158/3500,欣,U+6B23,xīn
1159/3500,征,U+5F81,zhēng
1160/3500,往,U+5F80,wǎng
1161/3500,爬,U+722C,pá
1162/3500,彼,U+5F7C,bǐ
1163/3500,径,U+5F84,jìng
1164/3500,所,U+6240,suǒ
1165/3500,舍,U+820D,shě，shè
1166/3500,金,U+91D1,jīn
1167/3500,刹,U+5239,chà，shā
1168/3500,命,U+547D,mìng
1169/3500,肴,U+80B4,yáo
1170/3500,斧,U+65A7,fǔ
1171/3500,爸,U+7238,bà
1172/3500,采,U+91C7,cǎi，cài
1173/3500,觅,U+89C5,mì
1174/3500,受,U+53D7,shòu
1175/3500,乳,U+4E73,rǔ
1176/3500,贪,U+8D2A,tān
1177/3500,念,U+5FF5,niàn
1178/3500,贫,U+8D2B,pín
1179/3500,忿,U+5FFF,fèn
1180/3500,肤,U+80A4,fū
1181/3500,肺,U+80BA,fèi
1182/3500,肢,U+80A2,zhī
1183/3500,肿,U+80BF,zhǒng
1184/3500,胀,U+80C0,zhàng
1185/3500,朋,U+670B,péng
1186/3500,股,U+80A1,gǔ
1187/3500,肮,U+80AE,āng
1188/3500,肪,U+80AA,fáng
1189/3500,肥,U+80A5,féi
1190/3500,服,U+670D,fú，fù
1191/3500,胁,U+80C1,xié
1192/3500,周,U+5468,zhōu
1193/3500,昏,U+660F,hūn
1194/3500,鱼,U+9C7C,yú
1195/3500,兔,U+5154,tù
1196/3500,狐,U+72D0,hú
1197/3500,忽,U+5FFD,hū
1198/3500,狗,U+72D7,gǒu
1199/3500,狞,U+72DE,níng
1200/3500,备,U+5907,bèi
1201/3500,饰,U+9970,shì
1202/3500,饱,U+9971,bǎo
1203/3500,饲,U+9972,sì
1204/3500,变,U+53D8,biàn
1205/3500,京,U+4EAC,jīng
1206/3500,享,U+4EAB,xiǎng
1207/3500,庞,U+5E9E,páng
1208/3500,店,U+5E97,diàn
1209/3500,夜,U+591C,yè
1210/3500,庙,U+5E99,miào
1211/3500,府,U+5E9C,fǔ
1212/3500,底,U+5E95,dǐ
1213/3500,疟,U+759F,nüè，yào
1214/3500,疙,U+7599,gē
1215/3500,疚,U+759A,jiù
1216/3500,剂,U+5242,jì
1217/3500,卒,U+5352,cù，zú
1218/3500,郊,U+90CA,jiāo
1219/3500,庚,U+5E9A,gēng
1220/3500,废,U+5E9F,fèi
1221/3500,净,U+51C0,jìng
1222/3500,盲,U+76F2,máng
1223/3500,放,U+653E,fàng
1224/3500,刻,U+523B,kè
1225/3500,育,U+80B2,yù
1226/3500,氓,U+6C13,máng
1227/3500,闸,U+95F8,zhá
1228/3500,闹,U+95F9,nào
1229/3500,郑,U+90D1,zhèng
1230/3500,券,U+5238,quàn，xuàn
1231/3500,卷,U+5377,juǎn，juàn
1232/3500,单,U+5355,chán，dān，shàn
1233/3500,炬,U+70AC,jù
1234/3500,炒,U+7092,chǎo
1235/3500,炊,U+708A,chuī
1236/3500,炕,U+7095,kàng
1237/3500,炎,U+708E,yán
1238/3500,炉,U+7089,lú
1239/3500,沫,U+6CAB,mò
1240/3500,浅,U+6D45,qiǎn
1241/3500,法,U+6CD5,fǎ
1242/3500,泄,U+6CC4,xiè
1243/3500,沽,U+6CBD,gū
1244/3500,河,U+6CB3,hé
1245/3500,沾,U+6CBE,zhān
1246/3500,泪,U+6CEA,lèi
1247/3500,沮,U+6CAE,jǔ
1248/3500,油,U+6CB9,yóu
1249/3500,泊,U+6CCA,bó，pō
1250/3500,沿,U+6CBF,yán
1251/3500,泡,U+6CE1,pāo，pào
1252/3500,注,U+6CE8,zhù
1253/3500,泣,U+6CE3,qì
1254/3500,泞,U+6CDE,nìng
1255/3500,泻,U+6CFB,xiè
1256/3500,泌,U+6CCC,bì，mì
1257/3500,泳,U+6CF3,yǒng
1258/3500,泥,U+6CE5,ní，nì
1259/3500,沸,U+6CB8,fèi
1260/3500,沼,U+6CBC,zhǎo
1261/3500,波,U+6CE2,bō
1262/3500,泼,U+6CFC,pō
1263/3500,泽,U+6CFD,zé
1264/3500,治,U+6CBB,zhì
1265/3500,怔,U+6014,zhèng
1266/3500,怯,U+602F,qiè
1267/3500,怖,U+6016,bù
1268/3500,性,U+6027,xìng
1269/3500,怕,U+6015,pà
1270/3500,怜,U+601C,lián
1271/3500,怪,U+602A,guài
1272/3500,怡,U+6021,yí
1273/3500,学,U+5B66,xué
1274/3500,宝,U+5B9D,bǎo
1275/3500,宗,U+5B97,zōng
1276/3500,定,U+5B9A,dìng
1277/3500,宠,U+5BA0,chǒng
1278/3500,宜,U+5B9C,yí
1279/3500,审,U+5BA1,shěn
1280/3500,宙,U+5B99,zhòu
1281/3500,官,U+5B98,guān
1282/3500,空,U+7A7A,kōng，kòng
1283/3500,帘,U+5E18,lián
1284/3500,宛,U+5B9B,wǎn
1285/3500,实,U+5B9E,shí
1286/3500,试,U+8BD5,shì
1287/3500,郎,U+90CE,láng，làng
1288/3500,诗,U+8BD7,shī
1289/3500,肩,U+80A9,jiān
1290/3500,房,U+623F,fáng
1291/3500,诚,U+8BDA,chéng
1292/3500,衬,U+886C,chèn
1293/3500,衫,U+886B,shān
1294/3500,视,U+89C6,shì
1295/3500,祈,U+7948,qí
1296/3500,话,U+8BDD,huà
1297/3500,诞,U+8BDE,dàn
1298/3500,诡,U+8BE1,guǐ
1299/3500,询,U+8BE2,xún
1300/3500,该,U+8BE5,gāi
1301/3500,详,U+8BE6,xiáng
1302/3500,建,U+5EFA,jiàn
1303/3500,肃,U+8083,sù
1304/3500,录,U+5F55,lù
1305/3500,隶,U+96B6,lì
1306/3500,帚,U+5E1A,zhǒu
1307/3500,屉,U+5C49,tì
1308/3500,居,U+5C45,jū
1309/3500,届,U+5C4A,jiè
1310/3500,刷,U+5237,shuā，shuà
1311/3500,屈,U+5C48,qū
1312/3500,弧,U+5F27,hú
1313/3500,弥,U+5F25,mí
1314/3500,弦,U+5F26,xián
1315/3500,承,U+627F,chéng
1316/3500,孟,U+5B5F,mèng
1317/3500,陋,U+964B,lòu
1318/3500,陌,U+964C,mò
1319/3500,孤,U+5B64,gū
1320/3500,陕,U+9655,shǎn
1321/3500,降,U+964D,jiàng，xiáng
1322/3500,函,U+51FD,hán
1323/3500,限,U+9650,xiàn
1324/3500,妹,U+59B9,mèi
1325/3500,姑,U+59D1,gū
1326/3500,姐,U+59D0,jiě
1327/3500,姓,U+59D3,xìng
1328/3500,妮,U+59AE,nī
1329/3500,始,U+59CB,shǐ
1330/3500,姆,U+59C6,mǔ
1331/3500,迢,U+8FE2,tiáo
1332/3500,驾,U+9A7E,jià
1333/3500,叁,U+53C1,sān
1334/3500,参,U+53C2,cān，cēn，shēn
1335/3500,艰,U+8270,jiān
1336/3500,线,U+7EBF,xiàn
1337/3500,练,U+7EC3,liàn
1338/3500,组,U+7EC4,zǔ
1339/3500,绅,U+7EC5,shēn
1340/3500,细,U+7EC6,xì
1341/3500,驶,U+9A76,shǐ
1342/3500,织,U+7EC7,zhī
1343/3500,驹,U+9A79,jū
1344/3500,终,U+7EC8,zhōng
1345/3500,驻,U+9A7B,zhù
1346/3500,绊,U+7ECA,bàn
1347/3500,驼,U+9A7C,tuó
1348/3500,绍,U+7ECD,shào
1349/3500,绎,U+7ECE,yì
1350/3500,经,U+7ECF,jīng，jìng
1351/3500,贯,U+8D2F,guàn
1352/3500,契,U+5951,qì
1353/3500,贰,U+8D30,èr
1354/3500,奏,U+594F,zòu
1355/3500,春,U+6625,chūn
1356/3500,帮,U+5E2E,bāng
1357/3500,玷,U+73B7,diàn
1358/3500,珍,U+73CD,zhēn
1359/3500,玲,U+73B2,líng
1360/3500,珊,U+73CA,shān
1361/3500,玻,U+73BB,bō
1362/3500,毒,U+6BD2,dú
1363/3500,型,U+578B,xíng
1364/3500,拭,U+62ED,shì
1365/3500,挂,U+6302,guà
1366/3500,封,U+5C01,fēng
1367/3500,持,U+6301,chí
1368/3500,拷,U+62F7,kǎo
1369/3500,拱,U+62F1,gǒng
1370/3500,项,U+9879,xiàng
1371/3500,垮,U+57AE,kuǎ
1372/3500,挎,U+630E,kuà
1373/3500,城,U+57CE,chéng
1374/3500,挟,U+631F,xié
1375/3500,挠,U+6320,náo
1376/3500,政,U+653F,zhèng
1377/3500,赴,U+8D74,fù
1378/3500,赵,U+8D75,zhào
1379/3500,挡,U+6321,dǎng，dàng
1380/3500,拽,U+62FD,zhuài
1381/3500,哉,U+54C9,zāi
1382/3500,挺,U+633A,tǐng
1383/3500,括,U+62EC,kuò
1384/3500,垢,U+57A2,gòu
1385/3500,拴,U+62F4,shuān
1386/3500,拾,U+62FE,shè，shí
1387/3500,挑,U+6311,tiāo，tiǎo
1388/3500,垛,U+579B,duǒ，duò
1389/3500,指,U+6307,zhǐ
1390/3500,垫,U+57AB,diàn
1391/3500,挣,U+6323,zhēng，zhèng
1392/3500,挤,U+6324,jǐ
1393/3500,拼,U+62FC,pīn
1394/3500,挖,U+6316,wā
1395/3500,按,U+6309,àn
1396/3500,挥,U+6325,huī
1397/3500,挪,U+632A,nuó
1398/3500,拯,U+62EF,zhěng
1399/3500,某,U+67D0,mǒu
1400/3500,甚,U+751A,shèn
1401/3500,荆,U+8346,jīng
1402/3500,茸,U+8338,róng
1403/3500,革,U+9769,gé
1404/3500,茬,U+832C,chá
1405/3500,荐,U+8350,jiàn
1406/3500,巷,U+5DF7,hàng，xiàng
1407/3500,带,U+5E26,dài
1408/3500,草,U+8349,cǎo
1409/3500,茧,U+8327,jiǎn
1410/3500,茵,U+8335,yīn
1411/3500,茶,U+8336,chá
1412/3500,荒,U+8352,huāng
1413/3500,茫,U+832B,máng
1414/3500,荡,U+8361,dàng
1415/3500,荣,U+8363,róng
1416/3500,荤,U+8364,hūn
1417/3500,荧,U+8367,yíng
1418/3500,故,U+6545,gù
1419/3500,胡,U+80E1,hú
1420/3500,荫,U+836B,yīn，yìn
1421/3500,荔,U+8354,lì
1422/3500,南,U+5357,nā，nán
1423/3500,药,U+836F,yào
1424/3500,标,U+6807,biāo
1425/3500,栈,U+6808,zhàn
1426/3500,柑,U+67D1,gān
1427/3500,枯,U+67AF,kū
1428/3500,柄,U+67C4,bǐng
1429/3500,栋,U+680B,dòng
1430/3500,相,U+76F8,xiāng，xiàng
1431/3500,查,U+67E5,chá，zhā
1432/3500,柏,U+67CF,bǎi，bó
1433/3500,栅,U+6805,shān，zhà
1434/3500,柳,U+67F3,liǔ
1435/3500,柱,U+67F1,zhù
1436/3500,柿,U+67FF,shì
1437/3500,栏,U+680F,lán
1438/3500,柠,U+67E0,níng
1439/3500,树,U+6811,shù
1440/3500,勃,U+52C3,bó
1441/3500,要,U+8981,yāo，yào
1442/3500,柬,U+67EC,jiǎn
1443/3500,咸,U+54B8,xián
1444/3500,威,U+5A01,wēi
1445/3500,歪,U+6B6A,wāi
1446/3500,研,U+7814,yán
1447/3500,砖,U+7816,zhuān
1448/3500,厘,U+5398,lí
1449/3500,厚,U+539A,hòu
1450/3500,砌,U+780C,qì
1451/3500,砂,U+7802,shā
1452/3500,泵,U+6CF5,bèng
1453/3500,砚,U+781A,yàn
1454/3500,砍,U+780D,kǎn
1455/3500,面,U+9762,miàn
1456/3500,耐,U+8010,nài
1457/3500,耍,U+800D,shuǎ
1458/3500,牵,U+7275,qiān
1459/3500,鸥,U+9E25,ōu
1460/3500,残,U+6B8B,cán
1461/3500,殃,U+6B83,yāng
1462/3500,轴,U+8F74,zhóu，zhòu
1463/3500,轻,U+8F7B,qīng
1464/3500,鸦,U+9E26,yā
1465/3500,皆,U+7686,jiē
1466/3500,韭,U+97ED,jiǔ
1467/3500,背,U+80CC,bēi，bèi
1468/3500,战,U+6218,zhàn
1469/3500,点,U+70B9,diǎn
1470/3500,虐,U+8650,nüè
1471/3500,临,U+4E34,lín
1472/3500,览,U+89C8,lǎn
1473/3500,竖,U+7AD6,shù
1474/3500,省,U+7701,shěng，xǐng
1475/3500,削,U+524A,xiāo，xuē
1476/3500,尝,U+5C1D,cháng
1477/3500,昧,U+6627,mèi
1478/3500,盹,U+76F9,dǔn
1479/3500,是,U+662F,shì
