seq,    word,Unicode,pinyin
0733/1605,淏,U+6DCF,hào
0734/1605,𬇹,U+2C1F9,guó
0735/1605,淟,U+6DDF,tiǎn
0736/1605,淜,U+6DDC,péng
0737/1605,淴,U+6DF4,hū
0738/1605,淯,U+6DEF,yù
0739/1605,湴,U+6E74,bàn
0740/1605,涴,U+6DB4,yuān
0741/1605,𬍡,U+2C361,dàng
0742/1605,㥄,U+3944,líng
0743/1605,惛,U+60DB,hūn
0744/1605,惔,U+60D4,tán
0745/1605,悰,U+60B0,cóng
0746/1605,惙,U+60D9,chuò
0747/1605,寁,U+5BC1,zǎn
0748/1605,逭,U+902D,huàn
0749/1605,𬤇,U+2C907,yīn
0750/1605,𫍯,U+2B36F,xián
0751/1605,袼,U+88BC,gē
0752/1605,裈,U+88C8,kūn
0753/1605,祲,U+7972,jìn
0754/1605,𬤊,U+2C90A,shì
0755/1605,𫍲,U+2B372,xiǎo
0756/1605,谞,U+8C1E,xū
0757/1605,艴,U+8274,bó
0758/1605,弸,U+5F38,péng
0759/1605,弶,U+5F36,jiàng
0760/1605,𬯎,U+2CBCE,tuí
0761/1605,隃,U+9683,shù
0762/1605,婞,U+5A5E,xìng
0763/1605,娵,U+5A35,jū
0764/1605,婼,U+5A7C,ruò
0765/1605,媖,U+5A96,yīng
0766/1605,婳,U+5A73,huà
0767/1605,婍,U+5A4D,qǐ
0768/1605,婌,U+5A4C,shú
0769/1605,婫,U+5A6B,kūn
0770/1605,婤,U+5A64,zhōu
0771/1605,婘,U+5A58,quán
0772/1605,婠,U+5A60,wān
0773/1605,𬘬,U+2C62C,qiàn
0774/1605,𬘭,U+2C62D,chēn
0775/1605,𬴂,U+2CD02,fēi
0776/1605,𫘦,U+2B626,táo
0777/1605,绹,U+7EF9,táo
0778/1605,𫟅,U+2B7C5,liáng
0779/1605,𬘯,U+2C62F,zhǔn
0780/1605,骕,U+9A95,sù
0781/1605,𫘧,U+2B627,lù
0782/1605,絜,U+7D5C,jié，xié
0783/1605,珷,U+73F7,wǔ
0784/1605,琲,U+7432,bèi
0785/1605,琡,U+7421,chù
0786/1605,琟,U+741F,wéi
0787/1605,琔,U+7414,diàn
0788/1605,琭,U+742D,lù
0789/1605,堾,U+583E,chūn
0790/1605,堼,U+583C,hèng
0791/1605,揕,U+63D5,zhèn
0792/1605,㙘,U+3658,yāo
0793/1605,堧,U+5827,ruán
0794/1605,喆,U+5586,zhé
0795/1605,堨,U+5828,è
0796/1605,塅,U+5845,duàn
0797/1605,堠,U+5820,hòu
0798/1605,絷,U+7D77,zhí
0799/1605,𪣻,U+2A8FB,lóu
0800/1605,𡎚,U+2139A,piǎn
0801/1605,葜,U+845C,qiā
0802/1605,惎,U+60CE,jì
0803/1605,萳,U+8433,nán
0804/1605,葙,U+8459,xiāng
0805/1605,靬,U+976C,qián
0806/1605,葴,U+8474,zhēn
0807/1605,蒇,U+8487,chǎn
0808/1605,蒈,U+8488,kǎi
0809/1605,鄚,U+911A,mào
0810/1605,蒉,U+8489,kuì
0811/1605,蓇,U+84C7,gū
0812/1605,萩,U+8429,qiū
0813/1605,蒐,U+8490,sōu
0814/1605,葰,U+8470,jùn，suǒ
0815/1605,葎,U+844E,lǜ
0816/1605,鄑,U+9111,zī
0817/1605,蒎,U+848E,pài
0818/1605,葖,U+8456,tū
0819/1605,蒄,U+8484,guān
0820/1605,萹,U+8439,biān
0821/1605,棤,U+68E4,cuò
0822/1605,棽,U+68FD,chēn，shēn
0823/1605,棫,U+68EB,yù
0824/1605,椓,U+6913,zhuó
0825/1605,椑,U+6911,bēi
0826/1605,𬃊,U+2C0CA,zhì
0827/1605,鹀,U+9E40,wú
0828/1605,椆,U+6906,chóu
0829/1605,棓,U+68D3,bèi
0830/1605,棬,U+68EC,quān
0831/1605,棪,U+68EA,yǎn
0832/1605,椀,U+6900,wǎn
0833/1605,楗,U+6957,jiàn
0834/1605,𬷕,U+2CDD5,bǔ
0835/1605,甦,U+7526,sū
0836/1605,酦,U+9166,pō
0837/1605,觌,U+89CC,dí
0838/1605,奡,U+5961,ào
0839/1605,皕,U+7695,bì
0840/1605,硪,U+786A,wò
0841/1605,欹,U+6B39,qī
0842/1605,詟,U+8A5F,zhé
0843/1605,𫐐,U+2B410,ní
0844/1605,辌,U+8F8C,liáng
0845/1605,棐,U+68D0,fěi
0846/1605,龂,U+9F82,yín
0847/1605,𬹼,U+2CE7C,xiè
0848/1605,黹,U+9EF9,zhǐ
0849/1605,牚,U+725A,chèng
0850/1605,睎,U+774E,xī
0851/1605,晫,U+666B,zhuó
0852/1605,晪,U+666A,tiǎn
0853/1605,晱,U+6671,shǎn
0854/1605,𧿹,U+27FF9,mǔ
0855/1605,蛑,U+86D1,móu
0856/1605,畯,U+756F,jùn
0857/1605,斝,U+659D,jiǎ
0858/1605,喤,U+55A4,huáng
0859/1605,崶,U+5D36,fēng
0860/1605,嵁,U+5D41,kān
0861/1605,𫶇,U+2BD87,dié
0862/1605,崾,U+5D3E,yào
0863/1605,嵅,U+5D45,hán
0864/1605,崿,U+5D3F,è
0865/1605,嵚,U+5D5A,qīn
0866/1605,翙,U+7FD9,huì
0867/1605,𫖮,U+2B5AE,yǐ
0868/1605,圌,U+570C,chuí
0869/1605,圐,U+5710,kū
0870/1605,赑,U+8D51,bì
0871/1605,淼,U+6DFC,miǎo
0872/1605,赒,U+8D52,zhōu
0873/1605,鿏,U+9FCF,mài
0874/1605,铹,U+94F9,láo
0875/1605,𬭊,U+2CB4A,dù
0876/1605,铽,U+94FD,tè
0877/1605,𨱇,U+28C47,qiú
0878/1605,𫓶,U+2B4F6,xuān
0879/1605,锊,U+950A,lüè
0880/1605,锍,U+950D,liǔ
0881/1605,锎,U+950E,kāi
0882/1605,𬭎,U+2CB4E,hóng
0883/1605,锓,U+9513,qǐn
0884/1605,犇,U+7287,bēn
0885/1605,颋,U+988B,tǐng
0886/1605,稌,U+7A0C,tú
0887/1605,筀,U+7B40,guì
0888/1605,筘,U+7B58,kòu
0889/1605,筜,U+7B5C,dāng
0890/1605,筥,U+7B65,jǔ
0891/1605,筅,U+7B45,xiǎn
0892/1605,傃,U+5083,sù
0893/1605,傉,U+5089,nù
0894/1605,翛,U+7FDB,xiāo
0895/1605,傒,U+5092,xī
0896/1605,傕,U+5095,jué
0897/1605,舾,U+823E,xī
0898/1605,畬,U+756C,yú
0899/1605,𫖯,U+2B5AF,fǔ
0900/1605,脿,U+813F,biǎo
0901/1605,腘,U+8158,guó
0902/1605,䐃,U+4403,jùn
0903/1605,腙,U+8159,zōng
0904/1605,腒,U+8152,jū
0905/1605,𬱟,U+2CC5F,wěi
0906/1605,鲃,U+9C83,bā
0907/1605,猰,U+7330,yà
0908/1605,𫛭,U+2B6ED,kuáng
0909/1605,猯,U+732F,tuān
0910/1605,㺄,U+3E84,yǔ
0911/1605,馉,U+9989,gǔ
0912/1605,凓,U+51D3,lì
0913/1605,鄗,U+9117,hào
0914/1605,𫷷,U+2BDF7,xīn
0915/1605,廋,U+5ECB,sōu
0916/1605,廆,U+5EC6,wěi
0917/1605,鄌,U+910C,táng
0918/1605,粢,U+7CA2,zī
0919/1605,遆,U+9046,tí
0920/1605,旐,U+65D0,zhào
0921/1605,𬮱,U+2CBB1,yīn
0922/1605,焞,U+711E,tūn
0923/1605,𬊤,U+2C2A4,chǎn
0924/1605,欻,U+6B3B,xū
0925/1605,𣸣,U+23E23,fén
0926/1605,溚,U+6E9A,dá
0927/1605,溁,U+6E81,yíng
0928/1605,湝,U+6E5D,jiē
0929/1605,渰,U+6E30,yǎn
0930/1605,湓,U+6E53,pén
0931/1605,㴔,U+3D14,jí
0932/1605,渟,U+6E1F,tíng
0933/1605,溠,U+6EA0,zhà
0934/1605,渼,U+6E3C,měi
0935/1605,溇,U+6E87,lóu
0936/1605,湣,U+6E63,mǐn
0937/1605,湑,U+6E51,xù
0938/1605,溞,U+6E9E,sāo
0939/1605,愐,U+6110,miǎn
0940/1605,愃,U+6103,xuān
0941/1605,敩,U+6569,xiào
0942/1605,甯,U+752F,nìng
0943/1605,棨,U+68E8,qǐ
0944/1605,扊,U+624A,yǎn
0945/1605,裣,U+88E3,liǎn
0946/1605,祼,U+797C,guàn
0947/1605,婻,U+5A7B,nàn
0948/1605,媆,U+5A86,ruǎn
0949/1605,媞,U+5A9E,shì
0950/1605,㛹,U+36F9,pián
0951/1605,媓,U+5A93,huáng
0952/1605,媂,U+5A82,dì
0953/1605,媄,U+5A84,měi
0954/1605,毵,U+6BF5,sān
0955/1605,矞,U+77DE,yù
0956/1605,𬴃,U+2CD03,huō
0957/1605,𫘨,U+2B628,tí
0958/1605,缊,U+7F0A,yùn
0959/1605,缐,U+7F10,xiàn
0960/1605,骙,U+9A99,kuí
0961/1605,瑃,U+7443,chūn
0962/1605,瑓,U+7453,liàn
0963/1605,瑅,U+7445,tí
0964/1605,瑆,U+7446,xīng
0965/1605,䴖,U+4D16,jīng
0966/1605,瑖,U+7456,duàn
0967/1605,瑝,U+745D,huáng
0968/1605,瑔,U+7454,quán
0969/1605,瑀,U+7440,yǔ
0970/1605,𤧛,U+249DB,dì
0971/1605,瑳,U+7473,cuō
0972/1605,瑂,U+7442,méi
0973/1605,嶅,U+5D85,áo
0974/1605,瑑,U+7451,zhuàn
0975/1605,遘,U+9058,gòu
0976/1605,髢,U+9AE2,dí
0977/1605,塥,U+5865,gé
0978/1605,堽,U+583D,gāng
0979/1605,赪,U+8D6A,chēng
0980/1605,摛,U+645B,chī
0981/1605,塝,U+585D,bàng
0982/1605,搒,U+6412,bàng，péng
0983/1605,搌,U+640C,zhǎn
0984/1605,蒱,U+84B1,pú
0985/1605,蒨,U+84A8,qiàn
0986/1605,蓏,U+84CF,luǒ
0987/1605,蔀,U+8500,bù
0988/1605,蓢,U+84E2,lǎng
0989/1605,蓂,U+84C2,mì
0990/1605,蒻,U+84BB,ruò
0991/1605,蓣,U+84E3,yù
0992/1605,椹,U+6939,shèn
0993/1605,楪,U+696A,dié
0994/1605,榃,U+6983,tán
0995/1605,榅,U+6985,wēn
0996/1605,楒,U+6952,sī
0997/1605,楞,U+695E,léng
0998/1605,楩,U+6969,pián
0999/1605,榇,U+6987,chèn
1000/1605,椸,U+6938,yí
1001/1605,楙,U+6959,mào
1002/1605,歅,U+6B45,yīn
1003/1605,𬪩,U+2CAA9,nóng
1004/1605,碃,U+7883,qìng
1005/1605,碏,U+788F,què
1006/1605,𬒔,U+2C494,gěng
1007/1605,碈,U+7888,hūn
1008/1605,䃅,U+40C5,dī
1009/1605,硿,U+787F,kòng
1010/1605,鄠,U+9120,hù
1011/1605,辒,U+8F92,wēn
1012/1605,𬨎,U+2CA0E,yóu
1013/1605,𫐓,U+2B413,róu
1014/1605,龆,U+9F86,tiáo
1015/1605,觜,U+89DC,zī
1016/1605,䣘,U+48D8,táng
1017/1605,暕,U+6695,jiǎn
1018/1605,鹍,U+9E4D,kūn
1019/1605,𫫇,U+2BAC7,è
1020/1605,㬊,U+3B0A,huǎn
1021/1605,暅,U+6685,gèng
1022/1605,跱,U+8DF1,zhì
1023/1605,蜐,U+8710,jié
1024/1605,蜎,U+870E,yuān
1025/1605,嵲,U+5D72,niè
1026/1605,赗,U+8D57,fèng
1027/1605,骱,U+9AB1,jiè
1028/1605,锖,U+9516,qiāng
1029/1605,𫓹,U+2B4F9,jī
1030/1605,锘,U+9518,nuò
1031/1605,锳,U+9533,yīng
1032/1605,锧,U+9527,zhì
1033/1605,锪,U+952A,huō
1034/1605,𬭚,U+2CB5A,chún
1035/1605,锫,U+952B,péi
1036/1605,锬,U+952C,tán
1037/1605,𬭛,U+2CB5B,bō
1038/1605,稑,U+7A11,lù
1039/1605,稙,U+7A19,zhī
1040/1605,䅟,U+415F,cǎn
1041/1605,𬕂,U+2C542,lǒng
1042/1605,筻,U+7B7B,gàng
1043/1605,筼,U+7B7C,yún
1044/1605,筶,U+7B76,gào
1045/1605,筦,U+7B66,guǎn
1046/1605,筤,U+7B64,láng
1047/1605,傺,U+50BA,chì
1048/1605,鹎,U+9E4E,bēi
1049/1605,僇,U+50C7,lù
1050/1605,艅,U+8245,yú
1051/1605,艉,U+8249,wěi
1052/1605,谼,U+8C3C,hóng
1053/1605,貆,U+8C86,huán
1054/1605,腽,U+817D,wà
1055/1605,腨,U+8168,shuàn
1056/1605,腯,U+816F,tú
1057/1605,鲉,U+9C89,yóu
1058/1605,鲊,U+9C8A,zhǎ
1059/1605,鲌,U+9C8C,bó
1060/1605,䲟,U+4C9F,yìn
1061/1605,𬶋,U+2CD8B,jū
1062/1605,𬶍,U+2CD8D,tuó
1063/1605,鲏,U+9C8F,pí
1064/1605,雊,U+96CA,gòu
1065/1605,猺,U+733A,yáo
1066/1605,飔,U+98D4,sī
1067/1605,觟,U+89DF,huà
1068/1605,𦝼,U+2677C,lóu，lǘ
1069/1605,馌,U+998C,yè
1070/1605,裛,U+88DB,yì
1071/1605,廒,U+5ED2,áo
1072/1605,瘀,U+7600,yū
1073/1605,瘅,U+7605,dān，dàn
1074/1605,鄘,U+9118,yōng
1075/1605,鹒,U+9E52,gēng
1076/1605,鄜,U+911C,fū
1077/1605,麀,U+9E80,yōu
1078/1605,鄣,U+9123,zhāng
1079/1605,阘,U+9618,tà
1080/1605,𫔶,U+2B536,niè
1081/1605,煁,U+7141,chén
1082/1605,煃,U+7143,kuǐ
1083/1605,煴,U+7174,yūn
1084/1605,煋,U+714B,xīng
1085/1605,煟,U+715F,wèi
1086/1605,煓,U+7153,tuān
1087/1605,滠,U+6EE0,shè
1088/1605,溍,U+6E8D,jìn
1089/1605,溹,U+6EB9,suǒ
1090/1605,滆,U+6EC6,gé
1091/1605,滉,U+6EC9,huàng
1092/1605,溦,U+6EA6,wēi
1093/1605,溵,U+6EB5,yīn
1094/1605,漷,U+6F37,huǒ
1095/1605,滧,U+6EE7,xiào
1096/1605,滘,U+6ED8,jiào
1097/1605,滍,U+6ECD,zhì
1098/1605,愭,U+612D,qí
1099/1605,慥,U+6165,zào
1100/1605,慆,U+6146,tāo
1101/1605,塱,U+5871,lǎng
1102/1605,𫌀,U+2B300,jī
1103/1605,裼,U+88FC,tì，xī
1104/1605,禋,U+798B,yīn
1105/1605,禔,U+7994,zhī
1106/1605,禘,U+7998,dì
1107/1605,禒,U+7992,xiǎn
1108/1605,谫,U+8C2B,jiǎn
1109/1605,鹔,U+9E54,sù
1110/1605,𫖳,U+2B5B3,yūn
1111/1605,愍,U+610D,mǐn
1112/1605,嫄,U+5AC4,yuán
1113/1605,媱,U+5AB1,yáo
1114/1605,戤,U+6224,gài
1115/1605,勠,U+52E0,lù
1116/1605,戣,U+6223,kuí
1117/1605,𫘪,U+2B62A,yuán
1118/1605,𫘬,U+2B62C,xí
1119/1605,缞,U+7F1E,cuī
1120/1605,耤,U+8024,jí
1121/1605,瑧,U+7467,zhēn
1122/1605,𫞩,U+2B7A9,mén
1123/1605,瑨,U+7468,jìn
1124/1605,瑱,U+7471,tiàn
1125/1605,瑷,U+7477,ài
1126/1605,瑢,U+7462,róng
1127/1605,斠,U+65A0,jiào
1128/1605,摏,U+644F,chōng
1129/1605,墕,U+5895,yān
1130/1605,墈,U+5888,kàn
1131/1605,墐,U+5890,jìn
1132/1605,墘,U+5898,qián
1133/1605,摴,U+6474,chū
1134/1605,銎,U+928E,qióng
1135/1605,𡐓,U+21413,kāng
1136/1605,墚,U+589A,liáng
1137/1605,撖,U+6496,hàn
1138/1605,𪤗,U+2A917,liào
1139/1605,靽,U+977D,bàn
1140/1605,鞁,U+9781,bèi
1141/1605,蔌,U+850C,sù
1142/1605,蔈,U+8508,piào
1143/1605,蓰,U+84F0,xǐ
1144/1605,蔹,U+8539,liǎn
1145/1605,蔊,U+850A,hǎn，hàn
1146/1605,嘏,U+560F,gǔ
1147/1605,榰,U+69B0,zhī
1148/1605,榑,U+6991,fú
1149/1605,槚,U+69DA,jiǎ
1150/1605,𣗋,U+235CB,dǎng
1151/1605,槜,U+69DC,zuì
1152/1605,榍,U+698D,xiè
1153/1605,疐,U+7590,zhì
1154/1605,𬸘,U+2CE18,yǎn
1155/1605,酺,U+917A,pú
1156/1605,酾,U+917E,shī
1157/1605,酲,U+9172,chéng
1158/1605,酴,U+9174,tú
1159/1605,碶,U+78B6,qì
1160/1605,䃎,U+40CE,zhà
1161/1605,𬒗,U+2C497,lán
1162/1605,碨,U+78A8,wèi
1163/1605,𥔲,U+25532,è
1164/1605,碹,U+78B9,xuàn
1165/1605,碥,U+78A5,biǎn
1166/1605,劂,U+5282,jué
1167/1605,𫚖,U+2B696,cǐ
1168/1605,䴗,U+4D17,jú
1169/1605,夥,U+5925,huǒ
1170/1605,瞍,U+778D,sǒu
1171/1605,鹖,U+9E56,hé
1172/1605,㬎,U+3B0E,xiǎn
1173/1605,跽,U+8DFD,jì
1174/1605,蜾,U+873E,guǒ
1175/1605,幖,U+5E56,biāo
1176/1605,嶍,U+5D8D,xí
1177/1605,圙,U+5719,lüè
1178/1605,𨱏,U+28C4F,dā
1179/1605,锺,U+953A,zhōng
1180/1605,锼,U+953C,sōu
1181/1605,锽,U+953D,huáng
1182/1605,𬭤,U+2CB64,hóu
1183/1605,锾,U+953E,huán
1184/1605,锿,U+953F,āi
1185/1605,镃,U+9543,zī
1186/1605,镄,U+9544,fèi
1187/1605,镅,U+9545,méi
1188/1605,馝,U+999D,bì
1189/1605,鹙,U+9E59,qiū
1190/1605,箨,U+7BA8,tuò
1191/1605,箖,U+7B96,lín
1192/1605,劄,U+5284,zhá
1193/1605,僬,U+50EC,jiāo
1194/1605,僦,U+50E6,jiù
1195/1605,僔,U+50D4,zǔn
1196/1605,僎,U+50CE,zhuàn
1197/1605,槃,U+69C3,pán
1198/1605,㙦,U+3666,xié
1199/1605,鲒,U+9C92,jié
1200/1605,鲕,U+9C95,ér
1201/1605,𫚕,U+2B695,shī
1202/1605,鲖,U+9C96,tóng
1203/1605,鲗,U+9C97,zéi
1204/1605,鲘,U+9C98,hòu
1205/1605,鲙,U+9C99,kuài
1206/1605,𬶐,U+2CD90,zhào
1207/1605,𬶏,U+2CD8F,wéi
1208/1605,𩽾,U+29F7E,ān
1209/1605,夐,U+5910,xiòng
1210/1605,獍,U+734D,jìng
1211/1605,飗,U+98D7,liú
1212/1605,𬸚,U+2CE1A,yuè
1213/1605,凘,U+51D8,sī
1214/1605,廑,U+5ED1,jǐn
1215/1605,廙,U+5ED9,yì
1216/1605,瘗,U+7617,yì
1217/1605,瘥,U+7625,chài
1218/1605,瘕,U+7615,jiǎ
1219/1605,鲝,U+9C9D,zhǎ
1220/1605,鄫,U+912B,zēng
1221/1605,熇,U+7187,hè
1222/1605,漹,U+6F39,yān
1223/1605,漖,U+6F16,jiào
1224/1605,潆,U+6F46,yíng
1225/1605,漤,U+6F24,lǎn
1226/1605,潩,U+6F69,yì
1227/1605,漼,U+6F3C,cuǐ
1228/1605,漴,U+6F34,chóng，shuāng
1229/1605,㽏,U+3F4F,gàn
1230/1605,漈,U+6F08,jì
1231/1605,漋,U+6F0B,lóng
1232/1605,漻,U+6F3B,liáo
1233/1605,慬,U+616C,qín
1234/1605,窬,U+7AAC,yú
1235/1605,窭,U+7AAD,jù
1236/1605,㮾,U+3BBE,lǎng
1237/1605,𬤝,U+2C91D,huì
1238/1605,褕,U+8915,yú
1239/1605,禛,U+799B,zhēn
1240/1605,禚,U+799A,zhuó
1241/1605,隩,U+96A9,ào
1242/1605,嫕,U+5AD5,yì
1243/1605,嫭,U+5AED,hù
1244/1605,嫜,U+5ADC,zhāng
1245/1605,嫪,U+5AEA,lào
1246/1605,𬙂,U+2C642,yǎn
1247/1605,㻬,U+3EEC,tū
1248/1605,麹,U+9EB9,qū
1249/1605,璆,U+7486,qiú
1250/1605,漦,U+6F26,chí
1251/1605,叇,U+53C7,dài
1252/1605,墣,U+58A3,pú
1253/1605,墦,U+58A6,fán
1254/1605,墡,U+58A1,shàn
1255/1605,劐,U+5290,huō
1256/1605,薁,U+8581,ào
1257/1605,蕰,U+8570,wēn
1258/1605,蔃,U+8503,qiáng
1259/1605,鼒,U+9F12,zī
1260/1605,槱,U+69F1,yǒu
1261/1605,鹝,U+9E5D,yì
1262/1605,磏,U+78CF,qiān
1263/1605,磉,U+78C9,sǎng
1264/1605,殣,U+6BA3,jìn
1265/1605,慭,U+616D,yìn
1266/1605,霅,U+9705,zhà
1267/1605,暵,U+66B5,hàn
1268/1605,暲,U+66B2,zhāng
1269/1605,暶,U+66B6,xuán
1270/1605,踦,U+8E26,yǐ
1271/1605,踣,U+8E23,bó
1272/1605,䗖,U+45D6,dì
1273/1605,蝘,U+8758,yǎn
1274/1605,蝲,U+8772,là
1275/1605,蝤,U+8764,qiú，yóu
1276/1605,噇,U+5647,chuáng
1277/1605,噂,U+5642,zǔn
1278/1605,噀,U+5640,xùn
1279/1605,罶,U+7F76,liǔ
1280/1605,嶲,U+5DB2,xī
1281/1605,嶓,U+5D93,bō
1282/1605,㠇,U+3807,jiù
1283/1605,嶟,U+5D9F,zūn
1284/1605,嶒,U+5D92,céng
1285/1605,镆,U+9546,mò
1286/1605,镈,U+9548,bó
1287/1605,镋,U+954B,tǎng
1288/1605,镎,U+954E,ná
1289/1605,𬭩,U+2CB69,wēng
1290/1605,镕,U+9555,róng
1291/1605,稹,U+7A39,zhěn
1292/1605,儇,U+5107,xuān
1293/1605,皞,U+769E,hào
1294/1605,皛,U+769B,xiǎo
1295/1605,䴘,U+4D18,tī
1296/1605,艎,U+824E,huáng
1297/1605,艏,U+824F,shǒu
1298/1605,鹟,U+9E5F,wēng
1299/1605,𩾃,U+29F83,miǎn
1300/1605,鲦,U+9CA6,tiáo
1301/1605,鲪,U+9CAA,jūn
1302/1605,鲬,U+9CAC,yǒng
1303/1605,橥,U+6A65,zhū
1304/1605,觭,U+89ED,jī
1305/1605,鹠,U+9E60,liú
1306/1605,鹡,U+9E61,jí
1307/1605,糇,U+7CC7,hóu
1308/1605,糈,U+7CC8,xǔ
1309/1605,翦,U+7FE6,jiǎn
1310/1605,鹢,U+9E62,yì
1311/1605,鹣,U+9E63,jiān
1312/1605,熛,U+719B,biāo
1313/1605,潖,U+6F56,pá
1314/1605,潵,U+6F75,sǎ
1315/1605,㵐,U+3D50,jué
1316/1605,澂,U+6F82,chéng
1317/1605,澛,U+6F9B,lǔ
1318/1605,瑬,U+746C,liú
1319/1605,潽,U+6F7D,pū
1320/1605,潾,U+6F7E,lín
1321/1605,潏,U+6F4F,yù
1322/1605,憭,U+61AD,liǎo
1323/1605,憕,U+6195,chéng
1324/1605,𬸣,U+2CE23,xiān
1325/1605,戭,U+622D,yǎn
1326/1605,褯,U+892F,jiè
1327/1605,禤,U+79A4,xuān
1328/1605,𫍽,U+2B37D,xuān
1329/1605,嫽,U+5AFD,liáo
1330/1605,遹,U+9079,yù
1331/1605,𬴊,U+2CD0A,lín
1332/1605,璥,U+74A5,jǐng
1333/1605,璲,U+74B2,suì
1334/1605,璒,U+7492,dēng
1335/1605,憙,U+6199,xǐ
1336/1605,擐,U+64D0,huàn
1337/1605,鄹,U+9139,zōu
1338/1605,薳,U+85B3,wěi
1339/1605,鞔,U+9794,mán
1340/1605,黇,U+9EC7,tiān
1341/1605,𬞟,U+2C79F,pín
1342/1605,蕗,U+8557,lù
1343/1605,薢,U+85A2,xiè
1344/1605,蕹,U+8579,wèng
1345/1605,橞,U+6A5E,huì
1346/1605,橑,U+6A51,liáo
1347/1605,橦,U+6A66,tóng
1348/1605,醑,U+9191,xǔ
1349/1605,觱,U+89F1,bì
1350/1605,磡,U+78E1,kàn
1351/1605,𥕢,U+25562,cáo
1352/1605,磜,U+78DC,qì
1353/1605,豮,U+8C6E,fén
1354/1605,𫟦,U+2B7E6,suì
1355/1605,𬺈,U+2CE88,yǐ
1356/1605,𫠜,U+2B81C,ní
1357/1605,鹾,U+9E7E,cuó
1358/1605,虤,U+8664,yán
1359/1605,暿,U+66BF,xī
1360/1605,曌,U+66CC,zhào
1361/1605,曈,U+66C8,tóng
1362/1605,㬚,U+3B1A,chè
1363/1605,蹅,U+8E45,chǎ
1364/1605,踶,U+8E36,dì
1365/1605,䗛,U+45DB,xiū
1366/1605,螗,U+8797,táng
1367/1605,疁,U+7581,liú
1368/1605,㠓,U+3813,méng
1369/1605,幪,U+5E6A,méng
1370/1605,𪩘,U+2AA58,yǎn
1371/1605,嶦,U+5DA6,shàn
1372/1605,𬭬,U+2CB6C,huì
1373/1605,𨱑,U+28C51,huáng
1374/1605,𬭯,U+2CB6F,piě
1375/1605,馞,U+999E,bó
1376/1605,穄,U+7A44,jì
1377/1605,篚,U+7BDA,fěi
1378/1605,篯,U+7BEF,jiān
1379/1605,簉,U+7C09,zào
1380/1605,鼽,U+9F3D,qiú
1381/1605,衠,U+8860,zhūn
1382/1605,盦,U+76E6,ān
1383/1605,螣,U+87A3,téng
1384/1605,縢,U+7E22,téng
1385/1605,鲭,U+9CAD,qīng
1386/1605,鲯,U+9CAF,qí
1387/1605,鲰,U+9CB0,zōu
1388/1605,鲺,U+9CBA,shī
1389/1605,鲹,U+9CB9,shēn
1390/1605,𫗴,U+2B5F4,zhān
1391/1605,亸,U+4EB8,duǒ
1392/1605,癀,U+7640,huáng
1393/1605,瘭,U+762D,biāo
1394/1605,𬸦,U+2CE26,zhuó
1395/1605,羱,U+7FB1,yuán
1396/1605,糒,U+7CD2,bèi
1397/1605,燋,U+71CB,jiāo
1398/1605,熻,U+71BB,xī
1399/1605,燊,U+71CA,shēn
1400/1605,燚,U+71DA,yì
1401/1605,燏,U+71CF,yù
1402/1605,濩,U+6FE9,huò
1403/1605,濋,U+6FCB,chǔ
1404/1605,澪,U+6FAA,líng
1405/1605,澽,U+6FBD,jù
1406/1605,澴,U+6FB4,huán
1407/1605,澭,U+6FAD,yōng
1408/1605,澼,U+6FBC,pì
1409/1605,憷,U+61B7,chù
1410/1605,憺,U+61BA,dàn
1411/1605,懔,U+61D4,lǐn
1412/1605,黉,U+9EC9,hóng
1413/1605,嬛,U+5B1B,xuān
1414/1605,鹨,U+9E68,liù
1415/1605,翯,U+7FEF,hè
1416/1605,𫄷,U+2B137,yì
1417/1605,璱,U+74B1,sè
1418/1605,𤩽,U+24A7D,huán
1419/1605,璬,U+74AC,jiǎo
1420/1605,璮,U+74AE,tǎn
1421/1605,髽,U+9AFD,zhuā
1422/1605,擿,U+64FF,tī
1423/1605,薿,U+85BF,nǐ
1424/1605,薸,U+85B8,piáo
1425/1605,檑,U+6A91,léi
1426/1605,櫆,U+6AC6,kuí
1427/1605,檞,U+6A9E,jiě
1428/1605,醨,U+91A8,lí
1429/1605,繄,U+7E44,yī
1430/1605,磹,U+78F9,tán
1431/1605,磻,U+78FB,pán
1432/1605,瞫,U+77AB,shěn
1433/1605,瞵,U+77B5,lín
1434/1605,蹐,U+8E50,jí
1435/1605,蟏,U+87CF,xiāo
1436/1605,㘎,U+360E,hǎn
1437/1605,𬭳,U+2CB73,xǐ
1438/1605,镤,U+9564,pú
1439/1605,𬭶,U+2CB76,hēi
1440/1605,𫔍,U+2B50D,fán
1441/1605,镥,U+9565,lǔ
1442/1605,镨,U+9568,pǔ
1443/1605,𬭸,U+2CB78,lín
1444/1605,𨱔,U+28C54,zūn
1445/1605,𬭼,U+2CB7C,suì
1446/1605,𫔎,U+2B50E,jué
1447/1605,矰,U+77F0,zēng
1448/1605,穙,U+7A59,pú
1449/1605,穜,U+7A5C,tóng
1450/1605,穟,U+7A5F,suì
1451/1605,簕,U+7C15,lè
1452/1605,簃,U+7C03,yí
1453/1605,簏,U+7C0F,lù
1454/1605,儦,U+5126,biāo
1455/1605,魋,U+9B4B,tuí
1456/1605,斶,U+65B6,chù
