seq,word,Unicode,pinyin
4379,胥,U+80E5,xū
4380,陛,U+965B,bì
4381,陟,U+965F,zhì
4382,娅,U+5A05,yà
4383,姮,U+59EE,héng
4384,娆,U+5A06,ráo
4385,姝,U+59DD,shū
4386,姣,U+59E3,jiāo
4387,姘,U+59D8,pīn
4388,姹,U+59F9,chà
4389,怼,U+603C,duì
4390,羿,U+7FBF,yì
4391,炱,U+70B1,tái
4392,矜,U+77DC,jīn
4393,绔,U+7ED4,kù
4394,骁,U+9A81,xiāo
4395,骅,U+9A85,huá
4396,绗,U+7ED7,háng
4397,绛,U+7EDB,jiàng
4398,骈,U+9A88,pián
4399,耖,U+8016,chào
4400,挈,U+6308,qiè
4401,珥,U+73E5,ěr
4402,珙,U+73D9,gǒng
4403,顼,U+987C,xū
4404,珰,U+73F0,dāng
4405,珩,U+73E9,héng
4406,珧,U+73E7,yáo
4407,珣,U+73E3,xún
4408,珞,U+73DE,luò
4409,琤,U+7424,chēng
4410,珲,U+73F2,hún
4411,敖,U+6556,áo
4412,恚,U+605A,huì
4413,埔,U+57D4,bù，pǔ
4414,埕,U+57D5,chéng
4415,埘,U+57D8,shí
4416,埙,U+57D9,xūn
4417,埚,U+57DA,guō
4418,挹,U+6339,yì
4419,耆,U+8006,qí
4420,耄,U+8004,mào
4421,埒,U+57D2,liè
4422,捋,U+634B,lǚ，luō
4423,贽,U+8D3D,zhì
4424,垸,U+57B8,yuàn
4425,捃,U+6343,jùn
4426,盍,U+76CD,hé
4427,荸,U+8378,bí
4428,莆,U+8386,pú
4429,莳,U+83B3,shí，shì
4430,莴,U+83B4,wō
4431,莪,U+83AA,é
4432,莠,U+83A0,yǒu
4433,莓,U+8393,méi
4434,莜,U+839C,yóu
4435,莅,U+8385,lì
4436,荼,U+837C,tú
4437,莩,U+83A9,fú
4438,荽,U+837D,suī
4439,莸,U+83B8,yóu
4440,荻,U+837B,dí
4441,莘,U+8398,shēn，xīn
4442,莎,U+838E,shā，suō
4443,莞,U+839E,guǎn，wǎn
4444,莨,U+83A8,làng，liáng
4445,鸪,U+9E2A,gū
4446,莼,U+83BC,chún
4447,栲,U+6832,kǎo
4448,栳,U+6833,lǎo
4449,郴,U+90F4,chēn
4450,桓,U+6853,huán
4451,桡,U+6861,ráo
4452,桎,U+684E,zhì
4453,桢,U+6862,zhēn
4454,桤,U+6864,qī
4455,梃,U+6883,tǐng，tìng
4456,栝,U+681D,guā
4457,桕,U+6855,jiù
4458,桁,U+6841,héng
4459,桧,U+6867,guì，huì
4460,桅,U+6845,wéi
4461,栟,U+681F,bēn
4462,桉,U+6849,ān
4463,栩,U+6829,xǔ
4464,逑,U+9011,qiú
4465,逋,U+900B,bū
4466,彧,U+5F67,yù
4467,鬲,U+9B32,gé，lì
4468,豇,U+8C47,jiāng
4469,酐,U+9150,gān
4470,逦,U+9026,lǐ
4471,厝,U+539D,cuò
4472,孬,U+5B6C,nāo
4473,砝,U+781D,fǎ
4474,砹,U+7839,ài
4475,砺,U+783A,lì
4476,砧,U+7827,zhēn
4477,砷,U+7837,shēn
4478,砟,U+781F,zhǎ
4479,砼,U+783C,tóng
4480,砥,U+7825,dǐ
4481,砣,U+7823,tuó
4482,剞,U+525E,jī
4483,砻,U+783B,lóng
4484,轼,U+8F7C,shì
4485,轾,U+8F7E,zhì
4486,辂,U+8F82,lù
4487,鸫,U+9E2B,dōng
4488,趸,U+8DB8,dǔn
4489,龀,U+9F80,chèn
4490,鸬,U+9E2C,lú
4491,虔,U+8654,qián
4492,逍,U+900D,xiāo
4493,眬,U+772C,lóng
4494,唛,U+551B,mài
4495,晟,U+665F,chéng
4496,眩,U+7729,xuàn
4497,眙,U+7719,yí
4498,哧,U+54E7,chī
4499,哽,U+54FD,gěng
4500,唔,U+5514,wú
4501,晁,U+6641,cháo
4502,晏,U+664F,yàn
4503,鸮,U+9E2E,xiāo
4504,趵,U+8DB5,bào
4505,趿,U+8DBF,tā
4506,畛,U+755B,zhěn
4507,蚨,U+86A8,fú
4508,蚜,U+869C,yá
4509,蚍,U+868D,pí
4510,蚋,U+868B,ruì
4511,蚬,U+86AC,xiǎn
4512,蚝,U+869D,háo
4513,蚧,U+86A7,jiè
4514,唢,U+5522,suǒ
4515,圄,U+5704,yǔ
4516,唣,U+5523,zào
4517,唏,U+550F,xī
4518,盎,U+76CE,àng
4519,唑,U+5511,zuò
4520,崂,U+5D02,láo
4521,崃,U+5D03,lái
4522,罡,U+7F61,gāng
4523,罟,U+7F5F,gǔ
4524,峪,U+5CEA,yù
4525,觊,U+89CA,jì
4526,赅,U+8D45,gāi
4527,钰,U+94B0,yù
4528,钲,U+94B2,zhēng
4529,钴,U+94B4,gǔ
4530,钵,U+94B5,bō
4531,钹,U+94B9,bó
4532,钺,U+94BA,yuè
4533,钽,U+94BD,tǎn
4534,钼,U+94BC,mù
4535,钿,U+94BF,diàn
4536,铀,U+94C0,yóu
4537,铂,U+94C2,bó
4538,铄,U+94C4,shuò
4539,铆,U+94C6,mǎo
4540,铈,U+94C8,shì
4541,铉,U+94C9,xuàn
4542,铊,U+94CA,tā，tuó
4543,铋,U+94CB,bì
4544,铌,U+94CC,ní
4545,铍,U+94CD,pí
4546,䥽,U+497D,pō
4547,铎,U+94CE,duó
4548,氩,U+6C29,yà
4549,氤,U+6C24,yīn
4550,氦,U+6C26,hài
4551,毪,U+6BEA,mú
4552,舐,U+8210,shì
4553,秣,U+79E3,mò
4554,秫,U+79EB,shú
4555,盉,U+76C9,hé
4556,笄,U+7B04,jī
4557,笕,U+7B15,jiǎn
4558,笊,U+7B0A,zhào
4559,笏,U+7B0F,hù
4560,笆,U+7B06,bā
4561,俸,U+4FF8,fèng
4562,倩,U+5029,qiàn
4563,俵,U+4FF5,biào
4564,偌,U+504C,ruò
4565,俳,U+4FF3,pái
4566,俶,U+4FF6,chù
4567,倬,U+502C,zhuō
4568,倏,U+500F,shū
4569,恁,U+6041,nèn
4570,倭,U+502D,wō
4571,倪,U+502A,ní
4572,俾,U+4FFE,bǐ
4573,倜,U+501C,tì
4574,隼,U+96BC,sǔn
4575,隽,U+96BD,juàn
4576,倌,U+500C,guān
4577,倥,U+5025,kǒng
4578,臬,U+81EC,niè
4579,皋,U+768B,gāo
4580,郫,U+90EB,pí
4581,倨,U+5028,jù
4582,衄,U+8844,nǜ
4583,颀,U+9880,qí
4584,徕,U+5F95,lái
4585,舫,U+822B,fǎng
4586,釜,U+91DC,fǔ
4587,奚,U+595A,xī
4588,衾,U+887E,qīn
4589,胯,U+80EF,kuà
4590,胱,U+80F1,guāng
4591,胴,U+80F4,dòng
4592,胭,U+80ED,yān
4593,脍,U+810D,kuài
4594,胼,U+80FC,pián
4595,朕,U+6715,zhèn
4596,脒,U+8112,mǐ
4597,胺,U+80FA,àn
4598,鸱,U+9E31,chī
4599,玺,U+73BA,xǐ
4600,鸲,U+9E32,qú
4601,狷,U+72F7,juàn
4602,猁,U+7301,lì
4603,狳,U+72F3,yú
4604,猃,U+7303,xiǎn
4605,狺,U+72FA,yín
4606,逖,U+9016,tì
4607,桀,U+6840,jié
4608,袅,U+8885,niǎo
4609,饽,U+997D,bō
4610,凇,U+51C7,sōng
4611,栾,U+683E,luán
4612,挛,U+631B,luán
4613,亳,U+4EB3,bó
4614,疳,U+75B3,gān
4615,疴,U+75B4,kē
4616,疸,U+75B8,dǎn
4617,疽,U+75BD,jū
4618,痈,U+75C8,yōng
4619,疱,U+75B1,pào
4620,痂,U+75C2,jiā
4621,痉,U+75C9,jìng
4622,衮,U+886E,gǔn
4623,凋,U+51CB,diāo
4624,颃,U+9883,háng
4625,恣,U+6063,zì
4626,旆,U+65C6,pèi
4627,旄,U+65C4,máo
4628,旃,U+65C3,zhān
4629,阃,U+9603,kǔn
4630,阄,U+9604,jiū
4631,訚,U+8A1A,yín
4632,阆,U+9606,làng
4633,恙,U+6059,yàng
4634,粑,U+7C91,bā
4635,朔,U+6714,shuò
4636,郸,U+90F8,dān
4637,烜,U+70DC,xuǎn
4638,烨,U+70E8,yè
4639,烩,U+70E9,huì
4640,烊,U+70CA,yáng，yàng
4641,剡,U+5261,shàn
4642,郯,U+90EF,tán
4643,烬,U+70EC,jìn
4644,涑,U+6D91,sù
4645,浯,U+6D6F,wú
4646,涞,U+6D9E,lái
4647,涟,U+6D9F,lián
4648,娑,U+5A11,suō
4649,涅,U+6D85,niè
4650,涠,U+6DA0,wéi
4651,浞,U+6D5E,zhuó
4652,涓,U+6D93,juān
4653,浥,U+6D65,yì
4654,涔,U+6D94,cén
4655,浜,U+6D5C,bāng
4656,浠,U+6D60,xī
4657,浣,U+6D63,huàn
4658,浚,U+6D5A,jùn，xùn
4659,悚,U+609A,sǒng
4660,悭,U+60AD,qiān
4661,悝,U+609D,kuī
4662,悒,U+6092,yì
4663,悌,U+608C,tì
4664,悛,U+609B,quān
4665,宸,U+5BB8,chén
4666,窈,U+7A88,yǎo
4667,剜,U+525C,wān
4668,诹,U+8BF9,zōu
4669,冢,U+51A2,zhǒng
4670,诼,U+8BFC,zhuó
4671,袒,U+8892,tǎn
4672,袢,U+88A2,pàn
4673,祯,U+796F,zhēn
4674,诿,U+8BFF,wěi
4675,谀,U+8C00,yú
4676,谂,U+8C02,shěn
4677,谄,U+8C04,chǎn
4678,谇,U+8C07,suì
4679,屐,U+5C50,jī
4680,屙,U+5C59,ē
4681,陬,U+966C,zōu
4682,勐,U+52D0,měng
4683,奘,U+5958,zàng，zhuǎng
4684,牂,U+7242,zāng
4685,蚩,U+86A9,chī
4686,陲,U+9672,chuí
4687,姬,U+59EC,jī
4688,娠,U+5A20,shēn
4689,娌,U+5A0C,lǐ
4690,娉,U+5A09,pīng
4691,娲,U+5A32,wā
4692,娩,U+5A29,miǎn
4693,娴,U+5A34,xián
4694,娣,U+5A23,dì
4695,娓,U+5A13,wěi
4696,婀,U+5A40,ē
4697,畚,U+755A,běn
4698,逡,U+9021,qūn
4699,绠,U+7EE0,gěng
4700,骊,U+9A8A,lí
4701,绡,U+7EE1,xiāo
4702,骋,U+9A8B,chěng
4703,绥,U+7EE5,suí
4704,绦,U+7EE6,tāo
4705,绨,U+7EE8,tì
4706,骎,U+9A8E,qīn
4707,邕,U+9095,yōng
4708,鸶,U+9E36,sī
4709,彗,U+5F57,huì
4710,耜,U+801C,sì
4711,焘,U+7118,tāo
4712,舂,U+8202,chōng
4713,琏,U+740F,liǎn
4714,琇,U+7407,xiù
4715,麸,U+9EB8,fū
4716,揶,U+63F6,yé
4717,埴,U+57F4,zhí
4718,埯,U+57EF,ǎn
4719,捯,U+636F,dáo
4720,掳,U+63B3,lǔ
4721,掴,U+63B4,guāi
4722,埸,U+57F8,yì
4723,埵,U+57F5,duǒ
4724,赧,U+8D67,nǎn
4725,埤,U+57E4,pì
4726,捭,U+636D,bǎi
4727,逵,U+9035,kuí
4728,埝,U+57DD,niàn
4729,堋,U+580B,péng
4730,堍,U+580D,tù
4731,掬,U+63AC,jū
4732,鸷,U+9E37,zhì
4733,掖,U+6396,yē，yè
4734,捽,U+637D,zuó
4735,掊,U+638A,póu，pǒu
4736,堉,U+5809,yù
4737,掸,U+63B8,dǎn
4738,捩,U+6369,liè
4739,掮,U+63AE,qián
4740,悫,U+60AB,què
4741,埭,U+57ED,dài
4742,埽,U+57FD,sào
4743,掇,U+6387,duō
4744,掼,U+63BC,guàn
4745,聃,U+8043,dān
4746,菁,U+83C1,jīng
4747,萁,U+8401,qí
4748,菘,U+83D8,sōng
4749,堇,U+5807,jǐn
4750,萘,U+8418,nài
4751,萋,U+840B,qī
4752,菽,U+83FD,shū
4753,菖,U+83D6,chāng
4754,萜,U+841C,tiē
4755,萸,U+8438,yú
4756,萑,U+8411,huán
4757,棻,U+68FB,fēn
4758,菔,U+83D4,fú
4759,菟,U+83DF,tù
4760,萏,U+840F,dàn
4761,萃,U+8403,cuì
4762,菏,U+83CF,hé
4763,菹,U+83F9,zū
4764,菪,U+83EA,dàng
4765,菅,U+83C5,jiān
4766,菀,U+83C0,wǎn
4767,萦,U+8426,yíng
4768,菰,U+83F0,gū
4769,菡,U+83E1,hàn
4770,梵,U+68B5,fàn
4771,梿,U+68BF,lián
4772,梏,U+688F,gù
4773,觋,U+89CB,xí
4774,桴,U+6874,fú
4775,桷,U+6877,jué
4776,梓,U+6893,zǐ
4777,棁,U+68C1,zhuō
4778,桫,U+686B,suō
4779,棂,U+68C2,líng
4780,啬,U+556C,sè
4781,郾,U+90FE,yǎn
4782,匮,U+532E,kuì
4783,敕,U+6555,chì
4784,豉,U+8C49,chǐ
4785,鄄,U+9104,juàn
4786,酞,U+915E,tài
4787,酚,U+915A,fēn
4788,戛,U+621B,gā，jiá
4789,硎,U+784E,xíng
4790,硭,U+786D,máng
4791,硒,U+7852,xī
4792,硖,U+7856,xiá
4793,硗,U+7857,qiāo
4794,硐,U+7850,dòng
4795,硇,U+7847,náo
4796,硌,U+784C,gè
4797,鸸,U+9E38,ér
4798,瓠,U+74E0,hù
4799,匏,U+530F,páo
4800,厩,U+53A9,jiù
4801,龚,U+9F9A,gōng
4802,殒,U+6B92,yǔn
4803,殓,U+6B93,liàn
4804,殍,U+6B8D,piǎo
4805,赉,U+8D49,lài
4806,雩,U+96E9,yú
4807,辄,U+8F84,zhé
4808,堑,U+5811,qiàn
4809,眭,U+772D,suī
4810,眦,U+7726,zì
4811,啧,U+5567,zé
4812,晡,U+6661,bū
4813,晤,U+6664,wù
4814,眺,U+773A,tiào
4815,眵,U+7735,chī
4816,眸,U+7738,móu
4817,圊,U+570A,qīng
4818,喏,U+558F,nuò
4819,喵,U+55B5,miāo
4820,啉,U+5549,lín
4821,勖,U+52D6,xù
4822,晞,U+665E,xī
4823,唵,U+5535,ǎn
4824,晗,U+6657,hán
4825,冕,U+5195,miǎn
4826,啭,U+556D,zhuàn
4827,畦,U+7566,qí
4828,趺,U+8DBA,fū
4829,啮,U+556E,niè
4830,跄,U+8DC4,qiàng
4831,蚶,U+86B6,hān
4832,蛄,U+86C4,gū，gǔ
4833,蛎,U+86CE,lì
4834,蛆,U+86C6,qū
4835,蚰,U+86B0,yóu
4836,蛊,U+86CA,gǔ
4837,圉,U+5709,yǔ
4838,蚱,U+86B1,zhà
4839,蛉,U+86C9,líng
4840,蛏,U+86CF,chēng
4841,蚴,U+86B4,yòu
4842,啁,U+5541,zhāo，zhōu
4843,啕,U+5555,táo
4844,唿,U+553F,hū
4845,啐,U+5550,cuì
4846,唼,U+553C,shà
4847,唷,U+5537,yō
4848,啖,U+5556,dàn
4849,啵,U+5575,bo
4850,啶,U+5576,dìng
4851,啷,U+5577,lāng
4852,唳,U+5533,lì
4853,唰,U+5530,shuā
4854,啜,U+555C,chuài，chuò
4855,帻,U+5E3B,zé
4856,崚,U+5D1A,léng
4857,崦,U+5D26,yān
4858,帼,U+5E3C,guó
4859,崮,U+5D2E,gù
4860,崤,U+5D24,xiáo
4861,崆,U+5D06,kōng
4862,赇,U+8D47,qiú
4863,赈,U+8D48,zhèn
4864,赊,U+8D4A,shē
4865,铑,U+94D1,lǎo
4866,铒,U+94D2,ěr
4867,铗,U+94D7,jiá
4868,铙,U+94D9,náo
4869,铟,U+94DF,yīn
4870,铠,U+94E0,kǎi
4871,铡,U+94E1,zhá
4872,铢,U+94E2,zhū
4873,铣,U+94E3,xǐ
4874,铤,U+94E4,tǐng
4875,铧,U+94E7,huá
4876,铨,U+94E8,quán
4877,铩,U+94E9,shā
4878,铪,U+94EA,hā
4879,铫,U+94EB,diào，yáo
4880,铬,U+94EC,gè
4881,铮,U+94EE,zhēng
4882,铯,U+94EF,sè
4883,铰,U+94F0,jiǎo
4884,铱,U+94F1,yī
4885,铳,U+94F3,chòng
4886,铵,U+94F5,ǎn
4887,铷,U+94F7,rú
4888,氪,U+6C2A,kè
4889,牾,U+727E,wǔ
4890,鸹,U+9E39,guā
4891,秾,U+79FE,nóng
4892,逶,U+9036,wēi
4893,笺,U+7B3A,jiān
4894,筇,U+7B47,qióng
4895,笸,U+7B38,pǒ
4896,笪,U+7B2A,dá
4897,笮,U+7B2E,zé，zuó
4898,笠,U+7B20,lì
4899,笥,U+7B25,sì
4900,笤,U+7B24,tiáo
4901,笳,U+7B33,jiā
4902,笾,U+7B3E,biān
4903,笞,U+7B1E,chī
4904,偾,U+507E,fèn
4905,偃,U+5043,yǎn
4906,偕,U+5055,xié
4907,偈,U+5048,jì
4908,傀,U+5080,kuǐ
4909,偬,U+506C,zǒng
4910,偻,U+507B,lóu，lǚ
4911,皑,U+7691,ái
4912,皎,U+768E,jiǎo
4913,鸻,U+9E3B,héng
4914,徜,U+5F9C,cháng
4915,舸,U+8238,gě
4916,舻,U+823B,lú
4917,舴,U+8234,zé
4918,舷,U+8237,xián
4919,龛,U+9F9B,kān
4920,翎,U+7FCE,líng
4921,脬,U+812C,pāo
4922,脘,U+8118,wǎn
4923,脲,U+8132,niào
4924,匐,U+5310,fú
4925,猗,U+7317,yī
4926,猡,U+7321,luó
4927,猞,U+731E,shē
4928,猝,U+731D,cù
4929,斛,U+659B,hú
4930,猕,U+7315,mí
4931,馗,U+9997,kuí
4932,馃,U+9983,guǒ
4933,馄,U+9984,hún
4934,鸾,U+9E3E,luán
4935,孰,U+5B70,shú
4936,庹,U+5EB9,tuǒ
4937,庾,U+5EBE,yǔ
4938,痔,U+75D4,zhì
4939,痍,U+75CD,yí
4940,疵,U+75B5,cī
4941,翊,U+7FCA,yì
4942,旌,U+65CC,jīng
4943,旎,U+65CE,nǐ
4944,袤,U+88A4,mào
4945,阇,U+9607,dū，shé
4946,阈,U+9608,yù
4947,阉,U+9609,yān
4948,阊,U+960A,chāng
4949,阋,U+960B,xì
4950,阍,U+960D,hūn
4951,阏,U+960F,yān
4952,羟,U+7F9F,qiǎng
4953,粝,U+7C9D,lì
4954,粕,U+7C95,pò
4955,敝,U+655D,bì
4956,焐,U+7110,wù
4957,烯,U+70EF,xī
4958,焓,U+7113,hán
4959,烽,U+70FD,fēng
4960,焖,U+7116,mèn
4961,烷,U+70F7,wán
4962,焗,U+7117,jú
4963,渍,U+6E0D,zì
4964,渚,U+6E1A,zhǔ
4965,淇,U+6DC7,qí
4966,淅,U+6DC5,xī
4967,淞,U+6DDE,sōng
4968,渎,U+6E0E,dú
4969,涿,U+6DBF,zhuō
4970,淖,U+6DD6,nào
4971,挲,U+6332,sā，suō
4972,淠,U+6DE0,pì
4973,涸,U+6DB8,hé
4974,渑,U+6E11,miǎn
4975,淦,U+6DE6,gàn
4976,淝,U+6DDD,féi
4977,淬,U+6DEC,cuì
4978,涪,U+6DAA,fú
4979,淙,U+6DD9,cóng
4980,涫,U+6DAB,guàn
4981,渌,U+6E0C,lù
4982,淄,U+6DC4,zī
4983,惬,U+60EC,qiè
4984,悻,U+60BB,xìng
4985,悱,U+60B1,fěi
4986,惝,U+60DD,chǎng
4987,惘,U+60D8,wǎng
4988,悸,U+60B8,jì
4989,惆,U+60C6,chóu
4990,惚,U+60DA,hū
4991,惇,U+60C7,dūn
4992,惮,U+60EE,dàn
4993,窕,U+7A95,tiǎo
4994,谌,U+8C0C,chén
4995,谏,U+8C0F,jiàn
4996,扈,U+6248,hù
4997,皲,U+76B2,jūn
4998,谑,U+8C11,xuè
4999,裆,U+88C6,dāng
5000,袷,U+88B7,qiā
5001,裉,U+88C9,kèn
5002,谒,U+8C12,yè
5003,谔,U+8C14,è
5004,谕,U+8C15,yù
5005,谖,U+8C16,xuān
5006,谗,U+8C17,chán
5007,谙,U+8C19,ān
5008,谛,U+8C1B,dì
5009,谝,U+8C1D,piǎn
5010,逯,U+902F,lù
5011,郿,U+90FF,méi
5012,隈,U+9688,wēi
5013,粜,U+7C9C,tiào
5014,隍,U+968D,huáng
5015,隗,U+9697,wěi
5016,婧,U+5A67,jìng
5017,婊,U+5A4A,biǎo
5018,婕,U+5A55,jié
5019,娼,U+5A3C,chāng
5020,婢,U+5A62,bì
5021,婵,U+5A75,chán
5022,胬,U+80EC,nǔ
5023,袈,U+8888,jiā
5024,翌,U+7FCC,yì
5025,恿,U+607F,yǒng
5026,欸,U+6B38,ǎi，ê̄，ế，ê̌，ề
5027,绫,U+7EEB,líng
5028,骐,U+9A90,qí
5029,绮,U+7EEE,qǐ
5030,绯,U+7EEF,fēi
5031,绱,U+7EF1,shàng
5032,骒,U+9A92,kè
5033,绲,U+7EF2,gǔn
5034,骓,U+9A93,zhuī
5035,绶,U+7EF6,shòu
5036,绺,U+7EFA,liǔ
5037,绻,U+7EFB,quǎn
5038,绾,U+7EFE,wǎn
5039,骖,U+9A96,cān
5040,缁,U+7F01,zī
5041,耠,U+8020,huō
5042,琫,U+742B,běng
5043,琵,U+7435,pí
5044,琶,U+7436,pá
5045,琪,U+742A,qí
5046,瑛,U+745B,yīng
5047,琦,U+7426,qí
5048,琥,U+7425,hǔ
5049,琨,U+7428,kūn
5050,靓,U+9753,jìng，liàng
5051,琰,U+7430,yǎn
5052,琮,U+742E,cóng
5053,琯,U+742F,guǎn
5054,琬,U+742C,wǎn
5055,琛,U+741B,chēn
5056,琚,U+741A,jū
5057,辇,U+8F87,niǎn
5058,鼋,U+9F0B,yuán
5059,揳,U+63F3,xiē
5060,堞,U+581E,dié
5061,搽,U+643D,chá
5062,揸,U+63F8,zhā
5063,揠,U+63E0,yà
5064,堙,U+5819,yīn
5065,趄,U+8D84,jū，qiè
5066,揖,U+63D6,yī
5067,颉,U+9889,jié，xié
5068,塄,U+5844,léng
5069,揿,U+63FF,qìn
5070,耋,U+800B,dié
5071,揄,U+63C4,yú
5072,蛩,U+86E9,qióng
5073,蛰,U+86F0,zhé
5074,塆,U+5846,wān
5075,摒,U+6452,bìng
5076,揆,U+63C6,kuí
5077,掾,U+63BE,yuàn
5078,聒,U+8052,guō
5079,葑,U+8451,fēng
5080,葚,U+845A,rèn，shèn
5081,靰,U+9770,wù
5082,靸,U+9778,sǎ
5083,葳,U+8473,wēi
5084,葺,U+847A,qì
5085,葸,U+8478,xǐ
5086,萼,U+843C,è
5087,葆,U+8446,bǎo
5088,葩,U+8469,pā
5089,葶,U+8476,tíng
5090,蒌,U+848C,lóu
5091,萱,U+8431,xuān
5092,戟,U+621F,jǐ
5093,葭,U+846D,jiā
5094,楮,U+696E,chǔ
5095,棼,U+68FC,fén
5096,椟,U+691F,dú
5097,棹,U+68F9,zhào
5098,椤,U+6924,luó
5099,棰,U+68F0,chuí
5100,赍,U+8D4D,jī
5101,椋,U+690B,liáng
5102,椁,U+6901,guǒ
5103,椪,U+692A,pèng
5104,棣,U+68E3,dì
5105,椐,U+6910,jū
5106,鹁,U+9E41,bó
5107,覃,U+8983,qín，tán
5108,酤,U+9164,gū
5109,酢,U+9162,zuò
5110,酡,U+9161,tuó
5111,鹂,U+9E42,lí
5112,厥,U+53A5,jué
5113,殚,U+6B9A,dān
5114,殛,U+6B9B,jí
5115,雯,U+96EF,wén
5116,雱,U+96F1,pāng
5117,辊,U+8F8A,gǔn
5118,辋,U+8F8B,wǎng
5119,椠,U+6920,qiàn
5120,辍,U+8F8D,chuò
5121,辎,U+8F8E,zī
5122,斐,U+6590,fěi
5123,睄,U+7744,shào
5124,睑,U+7751,jiǎn
5125,睇,U+7747,dì
5126,睃,U+7743,suō
5127,戢,U+6222,jí
5128,喋,U+558B,dié，zhá
5129,嗒,U+55D2,dā
5130,喃,U+5583,nán
5131,喱,U+55B1,lí
5132,喹,U+55B9,kuí
5133,晷,U+6677,guǐ
5134,喈,U+5588,jiē
5135,跖,U+8DD6,zhí
5136,跗,U+8DD7,fū
5137,跞,U+8DDE,lì
5138,跚,U+8DDA,shān
5139,跎,U+8DCE,tuó
5140,跏,U+8DCF,jiā
5141,跆,U+8DC6,tái
5142,蛱,U+86F1,jiá
5143,蛲,U+86F2,náo
5144,蛭,U+86ED,zhì
5145,蛳,U+86F3,sī
5146,蛐,U+86D0,qū
5147,蛔,U+86D4,huí
5148,蛞,U+86DE,kuò
5149,蛴,U+86F4,qí
5150,蛟,U+86DF,jiāo
5151,蛘,U+86D8,yáng
5152,喁,U+5581,yóng，yú
5153,喟,U+559F,kuì
5154,啾,U+557E,jiū
5155,嗖,U+55D6,sōu
5156,喑,U+5591,yīn
5157,嗟,U+55DF,jiē
5158,喽,U+55BD,lóu，lou
5159,嗞,U+55DE,zī
5160,喀,U+5580,kā
5161,喔,U+5594,wō
5162,喙,U+5599,huì
5163,嵘,U+5D58,róng
5164,嵖,U+5D56,chá
5165,崴,U+5D34,wǎi
5166,遄,U+9044,chuán
5167,詈,U+8A48,lì
5168,嵎,U+5D4E,yú
5169,崽,U+5D3D,zǎi
5170,嵬,U+5D6C,wéi
5171,嵛,U+5D5B,yú
5172,嵯,U+5D6F,cuó
5173,嵝,U+5D5D,lǒu
5174,嵫,U+5D6B,zī
5175,幄,U+5E44,wò
5176,嵋,U+5D4B,méi
5177,赕,U+8D55,dǎn
5178,铻,U+94FB,wú
5179,铼,U+94FC,lái
5180,铿,U+94FF,kēng
5181,锃,U+9503,zèng
5182,锂,U+9502,lǐ
5183,锆,U+9506,gào
5184,锇,U+9507,é
5185,锉,U+9509,cuò
5186,锏,U+950F,jiǎn
5187,锑,U+9511,tī
5188,锒,U+9512,láng
5189,锔,U+9514,jū，jú
5190,锕,U+9515,ā
5191,掣,U+63A3,chè
5192,矬,U+77EC,cuó
5193,氰,U+6C30,qíng
5194,毳,U+6BF3,cuì
5195,毽,U+6BFD,jiàn
5196,犊,U+728A,dú
5197,犄,U+7284,jī
5198,犋,U+728B,jù
5199,鹄,U+9E44,gǔ，hú
5200,犍,U+728D,jiān，qián
5201,嵇,U+5D47,jī
5202,黍,U+9ECD,shǔ
5203,稃,U+7A03,fū
5204,稂,U+7A02,láng
5205,筚,U+7B5A,bì
5206,筵,U+7B75,yán
5207,筌,U+7B4C,quán
5208,傣,U+50A3,dǎi
5209,傈,U+5088,lì
5210,舄,U+8204,xì
5211,牍,U+724D,dú
5212,傥,U+50A5,tǎng
5213,傧,U+50A7,bīn
5214,遑,U+9051,huáng
5215,傩,U+50A9,nuó
5216,遁,U+9041,dùn
5217,徨,U+5FA8,huáng
5218,媭,U+5AAD,xū
5219,畲,U+7572,shē
5220,弑,U+5F11,shì
5221,颌,U+988C,hé
5222,翕,U+7FD5,xī
5223,釉,U+91C9,yòu
5224,鹆,U+9E46,yù
5225,舜,U+821C,shùn
5226,貂,U+8C82,diāo
5227,腈,U+8148,jīng
5228,腌,U+814C,ā，yān
5229,腓,U+8153,féi
5230,腆,U+8146,tiǎn
5231,腴,U+8174,yú
5232,腑,U+8151,fǔ
5233,腚,U+815A,dìng
5234,腱,U+8171,jiàn
5235,鱿,U+9C7F,yóu
5236,鲀,U+9C80,tún
5237,鲂,U+9C82,fáng
5238,颍,U+988D,yǐng
5239,猢,U+7322,hú
5240,猹,U+7339,chá
5241,猥,U+7325,wěi
5242,飓,U+98D3,jù
5243,觞,U+89DE,shāng
5244,觚,U+89DA,gū
5245,猱,U+7331,náo
5246,颎,U+988E,jiǒng
5247,飧,U+98E7,sūn
5248,馇,U+9987,chā，zha
5249,馊,U+998A,sōu
5250,亵,U+4EB5,xiè
5251,脔,U+8114,luán
5252,裒,U+88D2,póu
5253,痣,U+75E3,zhì
5254,痨,U+75E8,láo
5255,痦,U+75E6,wù
5256,痞,U+75DE,pǐ
5257,痤,U+75E4,cuó
5258,痫,U+75EB,xián
5259,痧,U+75E7,shā
5260,赓,U+8D53,gēng
5261,竦,U+7AE6,sǒng
5262,瓿,U+74FF,bù
5263,啻,U+557B,chì
5264,颏,U+988F,kē，ké
5265,鹇,U+9E47,xián
5266,阑,U+9611,lán
5267,阒,U+9612,qù
5268,阕,U+9615,què
5269,粞,U+7C9E,xī
