seq,	word,	Unicode,pinyin
0741,	吩,	U+5429,	fēn
0742,	呛,	U+545B,	qiāng，qiàng
0743,	吻,	U+543B,	wěn
0744,	吹,	U+5439,	chuī
0745,	呜,	U+545C,	wū
0746,	吭,	U+542D,	háng，kēng
0747,	吧,	U+5427,	bā，ba
0748,	邑,	U+9091,	yì
0749,	吼,	U+543C,	hǒu
0750,	囤,	U+56E4,	dùn，tún
0751,	别,	U+522B,	bié，biè
0752,	吮,	U+542E,	shǔn
0753,	岖,	U+5C96,	qū
0754,	岗,	U+5C97,	gāng，gǎng
0755,	帐,	U+5E10,	zhàng
0756,	财,	U+8D22,	cái
0757,	针,	U+9488,	zhēn
0758,	钉,	U+9489,	dīng，dìng
0759,	牡,	U+7261,	mǔ
0760,	告,	U+544A,	gào
0761,	我,	U+6211,	wǒ
0762,	乱,	U+4E71,	luàn
0763,	利,	U+5229,	lì
0764,	秃,	U+79C3,	tū
0765,	秀,	U+79C0,	xiù
0766,	私,	U+79C1,	sī
0767,	每,	U+6BCF,	měi
0768,	兵,	U+5175,	bīng
0769,	估,	U+4F30,	gū，gù
0770,	体,	U+4F53,	tī，tǐ
0771,	何,	U+4F55,	hé
0772,	佐,	U+4F50,	zuǒ
0773,	佑,	U+4F51,	yòu
0774,	但,	U+4F46,	dàn
0775,	伸,	U+4F38,	shēn
0776,	佃,	U+4F43,	diàn
0777,	作,	U+4F5C,	zuō，zuò
0778,	伯,	U+4F2F,	bǎi，bó
0779,	伶,	U+4F36,	líng
0780,	佣,	U+4F63,	yōng，yòng
0781,	低,	U+4F4E,	dī
0782,	你,	U+4F60,	nǐ
0783,	住,	U+4F4F,	zhù
0784,	位,	U+4F4D,	wèi
0785,	伴,	U+4F34,	bàn
0786,	身,	U+8EAB,	shēn
0787,	皂,	U+7682,	zào
0788,	伺,	U+4F3A,	cì，sì
0789,	佛,	U+4F5B,	fó，fú
0790,	囱,	U+56F1,	cōng
0791,	近,	U+8FD1,	jìn
0792,	彻,	U+5F7B,	chè
0793,	役,	U+5F79,	yì
0794,	返,	U+8FD4,	fǎn
0795,	余,	U+4F59,	yú
0796,	希,	U+5E0C,	xī
0797,	坐,	U+5750,	zuò
0798,	谷,	U+8C37,	gǔ
0799,	妥,	U+59A5,	tuǒ
0800,	含,	U+542B,	hán
0801,	邻,	U+90BB,	lín
0802,	岔,	U+5C94,	chà
0803,	肝,	U+809D,	gān
0804,	肛,	U+809B,	gāng
0805,	肚,	U+809A,	dǔ，dù
0806,	肘,	U+8098,	zhǒu
0807,	肠,	U+80A0,	cháng
0808,	龟,	U+9F9F,	guī，jūn，qiū
0809,	甸,	U+7538,	diàn
0810,	免,	U+514D,	miǎn
0811,	狂,	U+72C2,	kuáng
0812,	犹,	U+72B9,	yóu
0813,	狈,	U+72C8,	bèi
0814,	角,	U+89D2,	jiǎo，jué
0815,	删,	U+5220,	shān
0816,	条,	U+6761,	tiáo
0817,	彤,	U+5F64,	tóng
0818,	卵,	U+5375,	luǎn
0819,	灸,	U+7078,	jiǔ
0820,	岛,	U+5C9B,	dǎo
0821,	刨,	U+5228,	bào，páo
0822,	迎,	U+8FCE,	yíng
0823,	饭,	U+996D,	fàn
0824,	饮,	U+996E,	yǐn，yìn
0825,	系,	U+7CFB,	jì，xì
0826,	言,	U+8A00,	yán
0827,	冻,	U+51BB,	dòng
0828,	状,	U+72B6,	zhuàng
0829,	亩,	U+4EA9,	mǔ
0830,	况,	U+51B5,	kuàng
0831,	床,	U+5E8A,	chuáng
0832,	库,	U+5E93,	kù
0833,	庇,	U+5E87,	bì
0834,	疗,	U+7597,	liáo
0835,	吝,	U+541D,	lìn
0836,	应,	U+5E94,	yīng，yìng
0837,	这,	U+8FD9,	zhè
0838,	冷,	U+51B7,	lěng
0839,	庐,	U+5E90,	lú
0840,	序,	U+5E8F,	xù
0841,	辛,	U+8F9B,	xīn
0842,	弃,	U+5F03,	qì
0843,	冶,	U+51B6,	yě
0844,	忘,	U+5FD8,	wàng
0845,	闰,	U+95F0,	rùn
0846,	闲,	U+95F2,	xián
0847,	间,	U+95F4,	jiān，jiàn
0848,	闷,	U+95F7,	mēn，mèn
0849,	判,	U+5224,	pàn
0850,	兑,	U+5151,	duì
0851,	灶,	U+7076,	zào
0852,	灿,	U+707F,	càn
0853,	灼,	U+707C,	zhuó
0854,	弟,	U+5F1F,	dì
0855,	汪,	U+6C6A,	wāng
0856,	沐,	U+6C90,	mù
0857,	沛,	U+6C9B,	pèi
0858,	汰,	U+6C70,	tài
0859,	沥,	U+6CA5,	lì
0860,	沙,	U+6C99,	shā，shà
0861,	汽,	U+6C7D,	qì
0862,	沃,	U+6C83,	wò
0863,	沦,	U+6CA6,	lún
0864,	汹,	U+6C79,	xiōng
0865,	泛,	U+6CDB,	fàn
0866,	沧,	U+6CA7,	cāng
0867,	没,	U+6CA1,	méi，mò
0868,	沟,	U+6C9F,	gōu
0869,	沪,	U+6CAA,	hù
0870,	沈,	U+6C88,	shěn
0871,	沉,	U+6C89,	chén
0872,	沁,	U+6C81,	qìn
0873,	怀,	U+6000,	huái
0874,	忧,	U+5FE7,	yōu
0875,	忱,	U+5FF1,	chén
0876,	快,	U+5FEB,	kuài
0877,	完,	U+5B8C,	wán
0878,	宋,	U+5B8B,	sòng
0879,	宏,	U+5B8F,	hóng
0880,	牢,	U+7262,	láo
0881,	究,	U+7A76,	jiū
0882,	穷,	U+7A77,	qióng
0883,	灾,	U+707E,	zāi
0884,	良,	U+826F,	liáng
0885,	证,	U+8BC1,	zhèng
0886,	启,	U+542F,	qǐ
0887,	评,	U+8BC4,	píng
0888,	补,	U+8865,	bǔ
0889,	初,	U+521D,	chū
0890,	社,	U+793E,	shè
0891,	祀,	U+7940,	sì
0892,	识,	U+8BC6,	shí，zhì
0893,	诈,	U+8BC8,	zhà
0894,	诉,	U+8BC9,	sù
0895,	罕,	U+7F55,	hǎn
0896,	诊,	U+8BCA,	zhěn
0897,	词,	U+8BCD,	cí
0898,	译,	U+8BD1,	yì
0899,	君,	U+541B,	jūn
0900,	灵,	U+7075,	líng
0901,	即,	U+5373,	jí
0902,	层,	U+5C42,	céng
0903,	屁,	U+5C41,	pì
0904,	尿,	U+5C3F,	niào，suī
0905,	尾,	U+5C3E,	wěi，yǐ
0906,	迟,	U+8FDF,	chí
0907,	局,	U+5C40,	jú
0908,	改,	U+6539,	gǎi
0909,	张,	U+5F20,	zhāng
0910,	忌,	U+5FCC,	jì
0911,	际,	U+9645,	jì
0912,	陆,	U+9646,	liù，lù
0913,	阿,	U+963F,	ā，ē
0914,	陈,	U+9648,	chén
0915,	阻,	U+963B,	zǔ
0916,	附,	U+9644,	fù
0917,	坠,	U+5760,	zhuì
0918,	妓,	U+5993,	jì
0919,	妙,	U+5999,	miào
0920,	妖,	U+5996,	yāo
0921,	姊,	U+59CA,	zǐ
0922,	妨,	U+59A8,	fáng
0923,	妒,	U+5992,	dù
0924,	努,	U+52AA,	nǔ
0925,	忍,	U+5FCD,	rěn
0926,	劲,	U+52B2,	jìn，jìng
0927,	矣,	U+77E3,	yǐ
0928,	鸡,	U+9E21,	jī
0929,	纬,	U+7EAC,	wěi
0930,	驱,	U+9A71,	qū
0931,	纯,	U+7EAF,	chún
0932,	纱,	U+7EB1,	shā
0933,	纲,	U+7EB2,	gāng
0934,	纳,	U+7EB3,	nà
0935,	驳,	U+9A73,	bó
0936,	纵,	U+7EB5,	zòng
0937,	纷,	U+7EB7,	fēn
0938,	纸,	U+7EB8,	zhǐ
0939,	纹,	U+7EB9,	wén
0940,	纺,	U+7EBA,	fǎng
0941,	驴,	U+9A74,	lǘ
0942,	纽,	U+7EBD,	niǔ
0943,	奉,	U+5949,	fèng
0944,	玩,	U+73A9,	wán
0945,	环,	U+73AF,	huán
0946,	武,	U+6B66,	wǔ
0947,	青,	U+9752,	qīng
0948,	责,	U+8D23,	zé
0949,	现,	U+73B0,	xiàn
0950,	玫,	U+73AB,	méi
0951,	表,	U+8868,	biǎo
0952,	规,	U+89C4,	guī
0953,	抹,	U+62B9,	mā，mǒ，mò
0954,	卦,	U+5366,	guà
0955,	坷,	U+5777,	kē，kě
0956,	坯,	U+576F,	pī
0957,	拓,	U+62D3,	tà，tuò
0958,	拢,	U+62E2,	lǒng
0959,	拔,	U+62D4,	bá
0960,	坪,	U+576A,	píng
0961,	拣,	U+62E3,	jiǎn
0962,	坦,	U+5766,	tǎn
0963,	担,	U+62C5,	dān，dàn
0964,	坤,	U+5764,	kūn
0965,	押,	U+62BC,	yā
0966,	抽,	U+62BD,	chōu
0967,	拐,	U+62D0,	guǎi
0968,	拖,	U+62D6,	tuō
0969,	者,	U+8005,	zhě
0970,	拍,	U+62CD,	pāi
0971,	顶,	U+9876,	dǐng
0972,	拆,	U+62C6,	chāi
0973,	拎,	U+62CE,	līn
0974,	拥,	U+62E5,	yōng
0975,	抵,	U+62B5,	dǐ
0976,	拘,	U+62D8,	jū
0977,	势,	U+52BF,	shì
0978,	抱,	U+62B1,	bào
0979,	拄,	U+62C4,	zhǔ
0980,	垃,	U+5783,	lā
0981,	拉,	U+62C9,	lā，lá
0982,	拦,	U+62E6,	lán
0983,	幸,	U+5E78,	xìng
0984,	拌,	U+62CC,	bàn
0985,	拧,	U+62E7,	níng，nǐng，nìng
0986,	拂,	U+62C2,	fú
0987,	拙,	U+62D9,	zhuō
0988,	招,	U+62DB,	zhāo
0989,	坡,	U+5761,	pō
0990,	披,	U+62AB,	pī
0991,	拨,	U+62E8,	bō
0992,	择,	U+62E9,	zé，zhái
0993,	抬,	U+62AC,	tái
0994,	拇,	U+62C7,	mǔ
0995,	拗,	U+62D7,	ào，niù
0996,	其,	U+5176,	qí
0997,	取,	U+53D6,	qǔ
0998,	茉,	U+8309,	mò
0999,	苦,	U+82E6,	kǔ
1000,	昔,	U+6614,	xī
1001,	苛,	U+82DB,	kē
1002,	若,	U+82E5,	ruò
1003,	茂,	U+8302,	mào
1004,	苹,	U+82F9,	píng
1005,	苗,	U+82D7,	miáo
1006,	英,	U+82F1,	yīng
1007,	苟,	U+82DF,	gǒu
1008,	苑,	U+82D1,	yuàn
1009,	苞,	U+82DE,	bāo
1010,	范,	U+8303,	fàn
1011,	直,	U+76F4,	zhí
1012,	茁,	U+8301,	zhuó
1013,	茄,	U+8304,	jiā，qié
1014,	茎,	U+830E,	jīng
1015,	苔,	U+82D4,	tāi，tái
1016,	茅,	U+8305,	máo
1017,	枉,	U+6789,	wǎng
1018,	林,	U+6797,	lín
1019,	枝,	U+679D,	zhī
1020,	杯,	U+676F,	bēi
1021,	枢,	U+67A2,	shū
1022,	柜,	U+67DC,	guì，jǔ
1023,	枚,	U+679A,	méi
1024,	析,	U+6790,	xī
1025,	板,	U+677F,	bǎn
1026,	松,	U+677E,	sōng
1027,	枪,	U+67AA,	qiāng
1028,	枫,	U+67AB,	fēng
1029,	构,	U+6784,	gòu
1030,	杭,	U+676D,	háng
1031,	杰,	U+6770,	jié
1032,	述,	U+8FF0,	shù
1033,	枕,	U+6795,	zhěn
1034,	丧,	U+4E27,	sāng，sàng
1035,	或,	U+6216,	huò
1036,	画,	U+753B,	huà
1037,	卧,	U+5367,	wò
1038,	事,	U+4E8B,	shì
1039,	刺,	U+523A,	cī，cì
1040,	枣,	U+67A3,	zǎo
1041,	雨,	U+96E8,	yǔ
1042,	卖,	U+5356,	mài
1043,	郁,	U+90C1,	yù
1044,	矾,	U+77FE,	fán
1045,	矿,	U+77FF,	kuàng
1046,	码,	U+7801,	mǎ
1047,	厕,	U+5395,	cè
1048,	奈,	U+5948,	nài
1049,	奔,	U+5954,	bēn，bèn
1050,	奇,	U+5947,	jī，qí
1051,	奋,	U+594B,	fèn
1052,	态,	U+6001,	tài
1053,	欧,	U+6B27,	ōu
1054,	殴,	U+6BB4,	ōu
1055,	垄,	U+5784,	lǒng
1056,	妻,	U+59BB,	qī
1057,	轰,	U+8F70,	hōng
1058,	顷,	U+9877,	qǐng
1059,	转,	U+8F6C,	zhuǎn，zhuàn
1060,	斩,	U+65A9,	zhǎn
1061,	轮,	U+8F6E,	lún
1062,	软,	U+8F6F,	ruǎn
1063,	到,	U+5230,	dào
1064,	非,	U+975E,	fēi
1065,	叔,	U+53D4,	shū
1066,	歧,	U+6B67,	qí
1067,	肯,	U+80AF,	kěn
1068,	齿,	U+9F7F,	chǐ
1069,	些,	U+4E9B,	xiē
1070,	卓,	U+5353,	zhuó
1071,	虎,	U+864E,	hǔ
1072,	虏,	U+864F,	lǔ
1073,	肾,	U+80BE,	shèn
1074,	贤,	U+8D24,	xián
1075,	尚,	U+5C1A,	shàng
1076,	旺,	U+65FA,	wàng
1077,	具,	U+5177,	jù
1078,	味,	U+5473,	wèi
1079,	果,	U+679C,	guǒ
1080,	昆,	U+6606,	kūn
1081,	国,	U+56FD,	guó
1082,	哎,	U+54CE,	āi
1083,	咕,	U+5495,	gū
1084,	昌,	U+660C,	chāng
1085,	呵,	U+5475,	hē
1086,	畅,	U+7545,	chàng
1087,	明,	U+660E,	míng
1088,	易,	U+6613,	yì
1089,	咙,	U+5499,	lóng
1090,	昂,	U+6602,	áng
1091,	迪,	U+8FEA,	dí
1092,	典,	U+5178,	diǎn
1093,	固,	U+56FA,	gù
1094,	忠,	U+5FE0,	zhōng
1095,	呻,	U+547B,	shēn
1096,	咒,	U+5492,	zhòu
1097,	咋,	U+548B,	zǎ，zé，zhā
1098,	咐,	U+5490,	fù
1099,	呼,	U+547C,	hū
1100,	鸣,	U+9E23,	míng
1101,	咏,	U+548F,	yǒng
1102,	呢,	U+5462,	ne，ní
1103,	咄,	U+5484,	duō
1104,	咖,	U+5496,	gā，kā
1105,	岸,	U+5CB8,	àn
1106,	岩,	U+5CA9,	yán
1107,	帖,	U+5E16,	tiē，tiě，tiè
1108,	罗,	U+7F57,	luó
1109,	帜,	U+5E1C,	zhì
1110,	帕,	U+5E15,	pà
1111,	岭,	U+5CAD,	lǐng
1112,	凯,	U+51EF,	kǎi
1113,	败,	U+8D25,	bài
1114,	账,	U+8D26,	zhàng
1115,	贩,	U+8D29,	fàn
1116,	贬,	U+8D2C,	biǎn
1117,	购,	U+8D2D,	gòu
1118,	贮,	U+8D2E,	zhù
1119,	图,	U+56FE,	tú
1120,	钓,	U+9493,	diào
1121,	制,	U+5236,	zhì
1122,	知,	U+77E5,	zhī
1123,	迭,	U+8FED,	dié
1124,	氛,	U+6C1B,	fēn
1125,	垂,	U+5782,	chuí
1126,	牧,	U+7267,	mù
1127,	物,	U+7269,	wù
1128,	乖,	U+4E56,	guāi
1129,	刮,	U+522E,	guā
1130,	秆,	U+79C6,	gǎn
1131,	和,	U+548C,	hé，hè，hú，huó，huò，huo
1132,	季,	U+5B63,	jì
1133,	委,	U+59D4,	wěi
1134,	秉,	U+79C9,	bǐng
1135,	佳,	U+4F73,	jiā
1136,	侍,	U+4F8D,	shì
1137,	岳,	U+5CB3,	yuè
1138,	供,	U+4F9B,	gōng，gòng
1139,	使,	U+4F7F,	shǐ
1140,	例,	U+4F8B,	lì
1141,	侠,	U+4FA0,	xiá
1142,	侥,	U+4FA5,	jiǎo，yáo
1143,	版,	U+7248,	bǎn
1144,	侄,	U+4F84,	zhí
1145,	侦,	U+4FA6,	zhēn
1146,	侣,	U+4FA3,	lǚ
1147,	侧,	U+4FA7,	cè
1148,	凭,	U+51ED,	píng
1149,	侨,	U+4FA8,	qiáo
1150,	佩,	U+4F69,	pèi
1151,	货,	U+8D27,	huò
1152,	侈,	U+4F88,	chǐ
1153,	依,	U+4F9D,	yī
1154,	卑,	U+5351,	bēi
1155,	的,	U+7684,	de，dī，dí，dì
1156,	迫,	U+8FEB,	pǎi，pò
1157,	质,	U+8D28,	zhì
1158,	欣,	U+6B23,	xīn
1159,	征,	U+5F81,	zhēng
1160,	往,	U+5F80,	wǎng
1161,	爬,	U+722C,	pá
1162,	彼,	U+5F7C,	bǐ
1163,	径,	U+5F84,	jìng
1164,	所,	U+6240,	suǒ
1165,	舍,	U+820D,	shě，shè
1166,	金,	U+91D1,	jīn
1167,	刹,	U+5239,	chà，shā
1168,	命,	U+547D,	mìng
1169,	肴,	U+80B4,	yáo
1170,	斧,	U+65A7,	fǔ
1171,	爸,	U+7238,	bà
1172,	采,	U+91C7,	cǎi，cài
1173,	觅,	U+89C5,	mì
1174,	受,	U+53D7,	shòu
1175,	乳,	U+4E73,	rǔ
1176,	贪,	U+8D2A,	tān
1177,	念,	U+5FF5,	niàn
1178,	贫,	U+8D2B,	pín
1179,	忿,	U+5FFF,	fèn
1180,	肤,	U+80A4,	fū
1181,	肺,	U+80BA,	fèi
1182,	肢,	U+80A2,	zhī
1183,	肿,	U+80BF,	zhǒng
1184,	胀,	U+80C0,	zhàng
1185,	朋,	U+670B,	péng
1186,	股,	U+80A1,	gǔ
1187,	肮,	U+80AE,	āng
1188,	肪,	U+80AA,	fáng
1189,	肥,	U+80A5,	féi
1190,	服,	U+670D,	fú，fù
1191,	胁,	U+80C1,	xié
1192,	周,	U+5468,	zhōu
1193,	昏,	U+660F,	hūn
1194,	鱼,	U+9C7C,	yú
1195,	兔,	U+5154,	tù
1196,	狐,	U+72D0,	hú
1197,	忽,	U+5FFD,	hū
1198,	狗,	U+72D7,	gǒu
1199,	狞,	U+72DE,	níng
1200,	备,	U+5907,	bèi
1201,	饰,	U+9970,	shì
1202,	饱,	U+9971,	bǎo
1203,	饲,	U+9972,	sì
1204,	变,	U+53D8,	biàn
1205,	京,	U+4EAC,	jīng
1206,	享,	U+4EAB,	xiǎng
1207,	庞,	U+5E9E,	páng
1208,	店,	U+5E97,	diàn
1209,	夜,	U+591C,	yè
1210,	庙,	U+5E99,	miào
1211,	府,	U+5E9C,	fǔ
1212,	底,	U+5E95,	dǐ
1213,	疟,	U+759F,	nüè，yào
1214,	疙,	U+7599,	gē
1215,	疚,	U+759A,	jiù
1216,	剂,	U+5242,	jì
1217,	卒,	U+5352,	cù，zú
1218,	郊,	U+90CA,	jiāo
1219,	庚,	U+5E9A,	gēng
1220,	废,	U+5E9F,	fèi
1221,	净,	U+51C0,	jìng
1222,	盲,	U+76F2,	máng
1223,	放,	U+653E,	fàng
1224,	刻,	U+523B,	kè
1225,	育,	U+80B2,	yù
1226,	氓,	U+6C13,	máng
1227,	闸,	U+95F8,	zhá
1228,	闹,	U+95F9,	nào
1229,	郑,	U+90D1,	zhèng
1230,	券,	U+5238,	quàn，xuàn
1231,	卷,	U+5377,	juǎn，juàn
1232,	单,	U+5355,	chán，dān，shàn
1233,	炬,	U+70AC,	jù
1234,	炒,	U+7092,	chǎo
1235,	炊,	U+708A,	chuī
1236,	炕,	U+7095,	kàng
1237,	炎,	U+708E,	yán
1238,	炉,	U+7089,	lú
1239,	沫,	U+6CAB,	mò
1240,	浅,	U+6D45,	qiǎn
1241,	法,	U+6CD5,	fǎ
1242,	泄,	U+6CC4,	xiè
1243,	沽,	U+6CBD,	gū
1244,	河,	U+6CB3,	hé
1245,	沾,	U+6CBE,	zhān
1246,	泪,	U+6CEA,	lèi
1247,	沮,	U+6CAE,	jǔ
1248,	油,	U+6CB9,	yóu
1249,	泊,	U+6CCA,	bó，pō
1250,	沿,	U+6CBF,	yán
1251,	泡,	U+6CE1,	pāo，pào
1252,	注,	U+6CE8,	zhù
1253,	泣,	U+6CE3,	qì
1254,	泞,	U+6CDE,	nìng
1255,	泻,	U+6CFB,	xiè
1256,	泌,	U+6CCC,	bì，mì
1257,	泳,	U+6CF3,	yǒng
1258,	泥,	U+6CE5,	ní，nì
1259,	沸,	U+6CB8,	fèi
1260,	沼,	U+6CBC,	zhǎo
1261,	波,	U+6CE2,	bō
1262,	泼,	U+6CFC,	pō
1263,	泽,	U+6CFD,	zé
1264,	治,	U+6CBB,	zhì
1265,	怔,	U+6014,	zhèng
1266,	怯,	U+602F,	qiè
1267,	怖,	U+6016,	bù
1268,	性,	U+6027,	xìng
1269,	怕,	U+6015,	pà
1270,	怜,	U+601C,	lián
1271,	怪,	U+602A,	guài
1272,	怡,	U+6021,	yí
1273,	学,	U+5B66,	xué
1274,	宝,	U+5B9D,	bǎo
1275,	宗,	U+5B97,	zōng
1276,	定,	U+5B9A,	dìng
1277,	宠,	U+5BA0,	chǒng
1278,	宜,	U+5B9C,	yí
1279,	审,	U+5BA1,	shěn
1280,	宙,	U+5B99,	zhòu
1281,	官,	U+5B98,	guān
1282,	空,	U+7A7A,	kōng，kòng
1283,	帘,	U+5E18,	lián
1284,	宛,	U+5B9B,	wǎn
1285,	实,	U+5B9E,	shí
1286,	试,	U+8BD5,	shì
1287,	郎,	U+90CE,	láng，làng
1288,	诗,	U+8BD7,	shī
1289,	肩,	U+80A9,	jiān
1290,	房,	U+623F,	fáng
1291,	诚,	U+8BDA,	chéng
1292,	衬,	U+886C,	chèn
1293,	衫,	U+886B,	shān
1294,	视,	U+89C6,	shì
1295,	祈,	U+7948,	qí
1296,	话,	U+8BDD,	huà
1297,	诞,	U+8BDE,	dàn
1298,	诡,	U+8BE1,	guǐ
1299,	询,	U+8BE2,	xún
1300,	该,	U+8BE5,	gāi
1301,	详,	U+8BE6,	xiáng
1302,	建,	U+5EFA,	jiàn
1303,	肃,	U+8083,	sù
1304,	录,	U+5F55,	lù
1305,	隶,	U+96B6,	lì
1306,	帚,	U+5E1A,	zhǒu
1307,	屉,	U+5C49,	tì
1308,	居,	U+5C45,	jū
1309,	届,	U+5C4A,	jiè
1310,	刷,	U+5237,	shuā，shuà
1311,	屈,	U+5C48,	qū
1312,	弧,	U+5F27,	hú
1313,	弥,	U+5F25,	mí
1314,	弦,	U+5F26,	xián
1315,	承,	U+627F,	chéng
1316,	孟,	U+5B5F,	mèng
1317,	陋,	U+964B,	lòu
1318,	陌,	U+964C,	mò
1319,	孤,	U+5B64,	gū
1320,	陕,	U+9655,	shǎn
1321,	降,	U+964D,	jiàng，xiáng
1322,	函,	U+51FD,	hán
1323,	限,	U+9650,	xiàn
1324,	妹,	U+59B9,	mèi
1325,	姑,	U+59D1,	gū
1326,	姐,	U+59D0,	jiě
1327,	姓,	U+59D3,	xìng
1328,	妮,	U+59AE,	nī
1329,	始,	U+59CB,	shǐ
1330,	姆,	U+59C6,	mǔ
1331,	迢,	U+8FE2,	tiáo
1332,	驾,	U+9A7E,	jià
1333,	叁,	U+53C1,	sān
1334,	参,	U+53C2,	cān，cēn，shēn
1335,	艰,	U+8270,	jiān
1336,	线,	U+7EBF,	xiàn
1337,	练,	U+7EC3,	liàn
1338,	组,	U+7EC4,	zǔ
1339,	绅,	U+7EC5,	shēn
1340,	细,	U+7EC6,	xì
1341,	驶,	U+9A76,	shǐ
1342,	织,	U+7EC7,	zhī
1343,	驹,	U+9A79,	jū
1344,	终,	U+7EC8,	zhōng
1345,	驻,	U+9A7B,	zhù
1346,	绊,	U+7ECA,	bàn
1347,	驼,	U+9A7C,	tuó
1348,	绍,	U+7ECD,	shào
1349,	绎,	U+7ECE,	yì
1350,	经,	U+7ECF,	jīng，jìng
1351,	贯,	U+8D2F,	guàn
1352,	契,	U+5951,	qì
1353,	贰,	U+8D30,	èr
1354,	奏,	U+594F,	zòu
1355,	春,	U+6625,	chūn
1356,	帮,	U+5E2E,	bāng
1357,	玷,	U+73B7,	diàn
1358,	珍,	U+73CD,	zhēn
1359,	玲,	U+73B2,	líng
1360,	珊,	U+73CA,	shān
1361,	玻,	U+73BB,	bō
1362,	毒,	U+6BD2,	dú
1363,	型,	U+578B,	xíng
1364,	拭,	U+62ED,	shì
1365,	挂,	U+6302,	guà
1366,	封,	U+5C01,	fēng
1367,	持,	U+6301,	chí
1368,	拷,	U+62F7,	kǎo
1369,	拱,	U+62F1,	gǒng
1370,	项,	U+9879,	xiàng
1371,	垮,	U+57AE,	kuǎ
1372,	挎,	U+630E,	kuà
1373,	城,	U+57CE,	chéng
1374,	挟,	U+631F,	xié
1375,	挠,	U+6320,	náo
1376,	政,	U+653F,	zhèng
1377,	赴,	U+8D74,	fù
1378,	赵,	U+8D75,	zhào
1379,	挡,	U+6321,	dǎng，dàng
1380,	拽,	U+62FD,	zhuài
1381,	哉,	U+54C9,	zāi
1382,	挺,	U+633A,	tǐng
1383,	括,	U+62EC,	kuò
1384,	垢,	U+57A2,	gòu
1385,	拴,	U+62F4,	shuān
1386,	拾,	U+62FE,	shè，shí
1387,	挑,	U+6311,	tiāo，tiǎo
1388,	垛,	U+579B,	duǒ，duò
1389,	指,	U+6307,	zhǐ
1390,	垫,	U+57AB,	diàn
1391,	挣,	U+6323,	zhēng，zhèng
1392,	挤,	U+6324,	jǐ
1393,	拼,	U+62FC,	pīn
1394,	挖,	U+6316,	wā
1395,	按,	U+6309,	àn
1396,	挥,	U+6325,	huī
1397,	挪,	U+632A,	nuó
1398,	拯,	U+62EF,	zhěng
1399,	某,	U+67D0,	mǒu
1400,	甚,	U+751A,	shèn
1401,	荆,	U+8346,	jīng
1402,	茸,	U+8338,	róng
1403,	革,	U+9769,	gé
1404,	茬,	U+832C,	chá
1405,	荐,	U+8350,	jiàn
1406,	巷,	U+5DF7,	hàng，xiàng
1407,	带,	U+5E26,	dài
1408,	草,	U+8349,	cǎo
1409,	茧,	U+8327,	jiǎn
1410,	茵,	U+8335,	yīn
1411,	茶,	U+8336,	chá
1412,	荒,	U+8352,	huāng
1413,	茫,	U+832B,	máng
1414,	荡,	U+8361,	dàng
1415,	荣,	U+8363,	róng
1416,	荤,	U+8364,	hūn
1417,	荧,	U+8367,	yíng
1418,	故,	U+6545,	gù
1419,	胡,	U+80E1,	hú
1420,	荫,	U+836B,	yīn，yìn
1421,	荔,	U+8354,	lì
1422,	南,	U+5357,	nā，nán
1423,	药,	U+836F,	yào
1424,	标,	U+6807,	biāo
1425,	栈,	U+6808,	zhàn
1426,	柑,	U+67D1,	gān
1427,	枯,	U+67AF,	kū
1428,	柄,	U+67C4,	bǐng
1429,	栋,	U+680B,	dòng
1430,	相,	U+76F8,	xiāng，xiàng
1431,	查,	U+67E5,	chá，zhā
1432,	柏,	U+67CF,	bǎi，bó
1433,	栅,	U+6805,	shān，zhà
1434,	柳,	U+67F3,	liǔ
1435,	柱,	U+67F1,	zhù
1436,	柿,	U+67FF,	shì
1437,	栏,	U+680F,	lán
1438,	柠,	U+67E0,	níng
1439,	树,	U+6811,	shù
1440,	勃,	U+52C3,	bó
1441,	要,	U+8981,	yāo，yào
1442,	柬,	U+67EC,	jiǎn
1443,	咸,	U+54B8,	xián
1444,	威,	U+5A01,	wēi
1445,	歪,	U+6B6A,	wāi
1446,	研,	U+7814,	yán
1447,	砖,	U+7816,	zhuān
1448,	厘,	U+5398,	lí
1449,	厚,	U+539A,	hòu
1450,	砌,	U+780C,	qì
1451,	砂,	U+7802,	shā
1452,	泵,	U+6CF5,	bèng
1453,	砚,	U+781A,	yàn
1454,	砍,	U+780D,	kǎn
1455,	面,	U+9762,	miàn
1456,	耐,	U+8010,	nài
1457,	耍,	U+800D,	shuǎ
1458,	牵,	U+7275,	qiān
1459,	鸥,	U+9E25,	ōu
1460,	残,	U+6B8B,	cán
1461,	殃,	U+6B83,	yāng
1462,	轴,	U+8F74,	zhóu，zhòu
1463,	轻,	U+8F7B,	qīng
1464,	鸦,	U+9E26,	yā
1465,	皆,	U+7686,	jiē
1466,	韭,	U+97ED,	jiǔ
1467,	背,	U+80CC,	bēi，bèi
1468,	战,	U+6218,	zhàn
1469,	点,	U+70B9,	diǎn
1470,	虐,	U+8650,	nüè
1471,	临,	U+4E34,	lín
1472,	览,	U+89C8,	lǎn
1473,	竖,	U+7AD6,	shù
1474,	省,	U+7701,	shěng，xǐng
1475,	削,	U+524A,	xiāo，xuē
1476,	尝,	U+5C1D,	cháng
1477,	昧,	U+6627,	mèi
